x(m)	V(m/s)
4.88	53.761
4.95	54.118
5.03	54.475
5.10	54.833
5.18	55.190
5.26	55.547
5.33	55.905
5.41	56.262
5.49	56.620
5.57	56.978
5.65	57.335
5.74	57.693
5.82	58.051
5.90	58.409
5.98	58.767
6.07	59.125
6.15	59.483
6.24	59.841
6.32	60.199
6.41	60.558
6.50	60.916
6.58	61.274
6.67	61.633
6.76	61.991
6.85	62.350
6.94	62.709
7.03	63.067
7.13	63.426
7.22	63.785
7.31	64.144
7.40	64.503
7.50	64.862
7.59	65.221
7.69	65.580
7.79	65.939
7.88	66.298
7.98	66.658
8.08	67.017
8.18	67.377
8.28	67.736
8.38	68.096
8.48	68.455
8.58	68.815
8.68	69.175
8.79	69.535
8.89	69.895
9.00	70.254
9.10	70.614
9.21	70.975
9.31	71.335
9.42	71.695
9.53	72.055
9.64	72.415
9.75	72.776
9.86	73.136
9.97	73.497
10.08	73.857
10.19	74.218
10.30	74.578
10.42	74.939
10.53	75.300
10.65	75.661
10.76	76.022
10.88	76.383
11.00	76.744
11.11	77.105
11.23	77.466
11.35	77.827
11.47	78.188
11.59	78.550
11.71	78.911
11.84	79.272
11.96	79.634
12.08	79.995
12.21	80.357
12.33	80.719
12.46	81.080
12.58	81.442
12.71	81.804
12.84	82.166
12.96	82.528
13.09	82.890
13.22	83.252
13.35	83.614
13.48	83.976
13.62	84.339
13.75	84.701
13.88	85.063
14.02	85.426
14.15	85.788
14.29	86.151
14.42	86.513
14.56	86.876
14.70	87.239
14.84	87.601
14.98	87.964
15.12	88.327
15.26	88.690
15.40	89.053
15.54	89.416
15.68	89.779
15.83	90.142
15.97	90.505
16.11	90.869
16.26	91.232
16.41	91.595
16.55	91.959
16.70	92.322
16.85	92.686
17.00	93.050
17.15	93.413
17.30	93.777
17.45	94.141
17.61	94.505
17.76	94.868
17.91	95.232
18.07	95.596
18.22	95.960
18.38	96.324
18.54	96.689
18.69	97.053
18.85	97.417
19.01	97.781
19.17	98.146
19.33	98.510
19.49	98.875
19.66	99.239
19.82	99.604
19.98	99.969
20.15	100.333
20.31	100.698
20.48	101.063
20.64	101.428
20.81	101.793
20.98	102.158
21.15	102.523
21.32	102.888
21.49	103.253
21.66	103.618
21.83	103.983
22.00	104.349
22.18	104.714
22.35	105.079
22.53	105.445
22.70	105.810
22.88	106.176
23.06	106.541
23.24	106.907
23.41	107.273
23.59	107.639
23.78	108.004
23.96	108.370
24.14	108.736
24.32	109.102
24.50	109.468
24.69	109.834
24.87	110.200
25.06	110.567
25.25	110.933
25.43	111.299
25.62	111.665
25.81	112.032
26.00	112.398
26.19	112.765
26.38	113.131
26.58	113.498
26.77	113.865
26.96	114.231
27.16	114.598
27.35	114.965
27.55	115.332
27.75	115.699
27.94	116.066
28.14	116.433
28.34	116.800
28.54	117.167
28.74	117.534
28.94	117.901
29.15	118.268
29.35	118.636
29.55	119.003
29.76	119.371
29.96	119.738
30.17	120.106
30.38	120.473
30.59	120.841
30.80	121.208
31.00	121.576
31.22	121.944
31.43	122.312
31.64	122.680
31.85	123.047
32.07	123.415
32.28	123.783
32.50	124.151
32.71	124.520
32.93	124.888
33.15	125.256
33.36	125.624
33.58	125.993
33.80	126.361
34.02	126.729
34.25	127.098
34.47	127.466
34.69	127.835
34.92	128.203
35.14	128.572
35.37	128.941
35.59	129.309
35.82	129.678
36.05	130.047
36.28	130.416
36.51	130.785
36.74	131.154
36.97	131.523
37.20	131.892
37.44	132.261
37.67	132.630
37.91	132.999
38.14	133.369
38.38	133.738
38.62	134.107
38.85	134.477
39.09	134.846
39.33	135.216
39.57	135.585
39.82	135.955
40.06	136.325
40.30	136.694
40.54	137.064
40.79	137.434
41.03	137.804
41.28	138.173
41.53	138.543
41.78	138.913
42.03	139.283
42.28	139.653
42.53	140.023
42.78	140.394
43.03	140.764
43.28	141.134
43.54	141.504
43.79	141.875
44.05	142.245
44.30	142.615
44.56	142.986
44.82	143.356
45.08	143.727
45.34	144.098
45.60	144.468
45.86	144.839
46.12	145.210
46.39	145.580
46.65	145.951
46.92	146.322
47.18	146.693
47.45	147.064
47.72	147.435
47.98	147.806
48.25	148.177
48.52	148.548
48.79	148.919
49.07	149.291
49.34	149.662
49.61	150.033
49.89	150.405
50.16	150.776
50.44	151.147
50.71	151.519
50.99	151.891
51.27	152.262
51.55	152.634
51.83	153.005
52.11	153.377
52.39	153.749
52.68	154.121
52.96	154.492
53.24	154.864
53.53	155.236
53.82	155.608
54.10	155.980
54.39	156.352
54.68	156.724
54.97	157.096
55.26	157.469
55.55	157.841
55.85	158.213
56.14	158.585
56.43	158.958
56.73	159.330
57.02	159.703
57.32	160.075
57.62	160.448
57.92	160.820
58.22	161.193
58.52	161.565
58.82	161.938
59.12	162.311
59.42	162.683
59.73	163.056
60.03	163.429
60.34	163.802
60.64	164.175
60.95	164.548
61.26	164.921
61.57	165.294
61.88	165.667
62.19	166.040
62.50	166.413
62.81	166.786
63.12	167.160
63.44	167.533
63.75	167.906
64.07	168.280
64.39	168.653
64.70	169.027
65.02	169.400
65.34	169.774
65.66	170.147
65.98	170.521
66.31	170.894
66.63	171.268
66.95	171.642
67.28	172.016
67.60	172.389
67.93	172.763
68.26	173.137
68.59	173.511
68.92	173.885
69.25	174.259
69.58	174.633
69.91	175.007
70.24	175.381
70.58	175.755
70.91	176.130
71.25	176.504
71.58	176.878
71.92	177.252
72.26	177.627
72.60	178.001
72.94	178.375
73.28	178.750
73.62	179.124
73.96	179.499
74.31	179.874
74.65	180.248
75.00	180.623
75.34	180.998
75.69	181.372
76.04	181.747
76.39	182.122
76.74	182.497
77.09	182.872
77.44	183.246
77.79	183.621
78.15	183.996
78.50	184.371
78.86	184.746
79.21	185.122
79.57	185.497
79.93	185.872
80.29	186.247
80.65	186.622
81.01	186.997
81.37	187.373
81.73	187.748
82.10	188.123
82.46	188.498
82.83	188.873
83.19	189.248
83.56	189.624
83.93	189.999
84.30	190.374
84.67	190.749
85.04	191.124
85.41	191.499
85.78	191.874
86.16	192.249
86.53	192.624
86.91	192.999
87.28	193.374
87.66	193.749
88.04	194.124
88.42	194.499
88.80	194.874
89.18	195.249
89.56	195.624
89.94	195.998
90.33	196.373
90.71	196.748
91.10	197.123
91.48	197.498
91.87	197.872
92.26	198.247
92.65	198.622
93.04	198.996
93.43	199.371
93.82	199.746
94.22	200.120
94.61	200.495
95.00	200.869
95.40	201.244
95.80	201.618
96.19	201.993
96.59	202.367
96.99	202.742
97.39	203.116
97.79	203.491
98.20	203.865
98.60	204.239
99.00	204.613
99.41	204.988
99.81	205.362
100.22	205.736
100.63	206.110
101.04	206.484
101.45	206.858
101.86	207.232
102.27	207.606
102.68	207.980
103.10	208.354
103.51	208.728
103.93	209.102
104.34	209.476
104.76	209.850
105.18	210.223
105.60	210.597
106.02	210.971
106.44	211.344
106.86	211.718
107.28	212.091
107.71	212.465
108.13	212.838
108.56	213.212
108.98	213.585
109.41	213.959
109.84	214.332
110.27	214.705
110.70	215.078
111.13	215.452
111.56	215.825
111.99	216.198
112.43	216.571
112.86	216.944
113.30	217.317
113.74	217.690
114.17	218.062
114.61	218.435
115.05	218.808
115.49	219.181
115.94	219.553
116.38	219.926
116.82	220.298
117.27	220.671
117.71	221.043
118.16	221.416
118.60	221.788
119.05	222.160
119.50	222.533
119.95	222.905
120.40	223.277
120.86	223.649
121.31	224.021
121.76	224.393
122.22	224.765
122.67	225.137
123.13	225.508
123.59	225.880
124.05	226.252
124.51	226.623
124.97	226.995
125.43	227.366
125.89	227.738
126.35	228.109
126.82	228.481
127.28	228.852
127.75	229.223
128.22	229.594
128.68	229.965
129.15	230.336
129.62	230.707
130.09	231.078
130.57	231.449
131.04	231.819
131.51	232.190
131.99	232.561
132.46	232.931
132.94	233.301
133.42	233.672
133.90	234.042
134.38	234.412
134.86	234.783
135.34	235.153
135.82	235.523
136.30	235.893
136.79	236.262
137.27	236.632
137.76	237.002
138.25	237.372
138.74	237.741
139.22	238.111
139.71	238.480
140.21	238.850
140.70	239.219
141.19	239.588
141.68	239.957
142.18	240.326
142.68	240.695
143.17	241.064
143.67	241.433
144.17	241.802
144.67	242.170
145.17	242.539
145.67	242.907
146.17	243.276
146.68	243.644
147.18	244.012
147.69	244.380
148.19	244.748
148.70	245.116
149.21	245.484
149.72	245.852
150.23	246.220
150.74	246.587
151.25	246.955
151.76	247.322
152.28	247.690
152.79	248.057
153.31	248.424
153.83	248.791
154.34	249.158
154.86	249.525
155.38	249.892
155.90	250.259
156.43	250.625
156.95	250.992
157.47	251.358
158.00	251.725
158.52	252.091
159.05	252.457
159.58	252.823
160.11	253.189
160.63	253.555
161.17	253.921
161.70	254.286
162.23	254.652
162.76	255.018
163.30	255.383
163.83	255.748
164.37	256.113
164.91	256.478
165.44	256.843
165.98	257.208
166.52	257.573
167.06	257.938
167.61	258.302
168.15	258.667
168.69	259.031
169.24	259.395
169.78	259.759
170.33	260.123
170.88	260.487
171.43	260.851
171.98	261.215
172.53	261.579
173.08	261.942
173.63	262.305
174.19	262.669
174.74	263.032
175.30	263.395
175.85	263.758
176.41	264.121
176.97	264.483
177.53	264.846
178.09	265.208
178.65	265.571
179.21	265.933
179.78	266.295
180.34	266.657
180.91	267.019
181.47	267.381
182.04	267.743
182.61	268.104
183.18	268.466
183.75	268.827
184.32	269.188
184.89	269.549
185.46	269.910
186.04	270.271
186.61	270.631
187.19	270.992
187.77	271.352
188.34	271.712
188.92	272.072
189.50	272.432
190.08	272.791
190.66	273.151
191.25	273.510
191.83	273.869
192.42	274.228
193.00	274.586
193.59	274.945
194.18	275.303
194.76	275.661
195.35	276.019
195.94	276.377
196.54	276.734
197.13	277.092
197.72	277.449
198.32	277.806
198.91	278.163
199.51	278.520
200.11	278.876
200.70	279.233
201.30	279.589
201.90	279.945
202.50	280.300
203.11	280.656
203.71	281.011
204.31	281.367
204.92	281.722
205.52	282.076
206.13	282.431
206.74	282.785
207.35	283.140
207.96	283.494
208.57	283.847
209.18	284.201
209.79	284.555
210.41	284.908
211.02	285.261
211.64	285.614
212.25	285.966
212.87	286.319
213.49	286.671
214.11	287.023
214.73	287.375
215.35	287.727
215.98	288.078
216.60	288.429
217.22	288.781
217.85	289.131
218.47	289.482
219.10	289.832
219.73	290.183
220.36	290.533
220.99	290.883
221.62	291.232
222.25	291.582
222.89	291.931
223.52	292.280
224.16	292.629
224.79	292.977
225.43	293.325
226.07	293.674
226.71	294.022
227.35	294.369
227.99	294.717
228.63	295.064
229.27	295.411
229.91	295.758
230.56	296.105
231.20	296.451
231.85	296.797
232.50	297.143
233.15	297.489
233.80	297.835
234.45	298.180
235.10	298.525
235.75	298.870
236.40	299.214
237.06	299.559
237.71	299.903
238.37	300.247
239.03	300.591
239.69	300.934
240.34	301.278
241.00	301.621
241.67	301.964
242.33	302.306
242.99	302.649
243.65	302.991
244.32	303.333
244.99	303.675
245.65	304.016
246.32	304.357
246.99	304.698
247.66	305.039
248.33	305.380
249.00	305.720
249.67	306.061
250.35	306.401
251.02	306.740
251.70	307.080
252.37	307.419
253.05	307.758
253.73	308.097
254.41	308.436
255.09	308.774
255.77	309.112
256.45	309.450
257.13	309.788
257.82	310.125
258.50	310.462
259.19	310.799
259.88	311.136
260.56	311.473
261.25	311.809
261.94	312.145
262.63	312.481
263.33	312.817
264.02	313.152
264.71	313.487
265.41	313.822
266.10	314.157
266.80	314.491
267.50	314.825
268.19	315.159
268.89	315.493
269.59	315.826
270.29	316.160
271.00	316.493
271.70	316.825
272.40	317.158
273.11	317.490
273.81	317.822
274.52	318.154
275.23	318.486
275.94	318.817
276.65	319.148
277.36	319.479
278.07	319.809
278.78	320.140
279.50	320.470
280.21	320.799
280.93	321.129
281.64	321.458
282.36	321.787
283.08	322.116
283.80	322.445
284.52	322.773
285.24	323.101
285.96	323.429
286.68	323.757
287.41	324.084
288.13	324.411
288.86	324.738
289.59	325.064
290.31	325.391
291.04	325.717
291.77	326.043
292.50	326.368
293.23	326.694
293.97	327.019
294.70	327.343
295.43	327.668
296.17	327.992
296.91	328.316
297.64	328.640
298.38	328.963
299.12	329.287
299.86	329.610
300.60	329.932
301.34	330.255
302.09	330.577
302.83	330.899
303.57	331.221
304.32	331.542
305.07	331.863
305.81	332.184
306.56	332.505
307.31	332.825
308.06	333.145
308.81	333.465
309.56	333.785
310.32	334.104
311.07	334.423
311.83	334.742
312.58	335.060
313.34	335.379
314.10	335.698
314.86	336.016
315.62	336.334
316.38	336.652
317.14	336.970
317.90	337.288
318.66	337.606
319.43	337.923
320.19	338.240
320.96	338.558
321.73	338.875
322.50	339.192
323.26	339.509
324.03	339.825
324.80	340.142
325.58	340.458
326.35	340.775
327.12	341.091
327.90	341.407
328.67	341.723
329.45	342.039
330.23	342.354
331.01	342.670
331.78	342.985
332.57	343.301
333.35	343.616
334.13	343.931
334.91	344.245
335.70	344.560
336.48	344.875
337.27	345.189
338.05	345.503
338.84	345.818
339.63	346.132
340.42	346.446
341.21	346.759
342.00	347.073
342.79	347.386
343.59	347.700
344.38	348.013
345.18	348.326
345.97	348.639
346.77	348.952
347.57	349.264
348.37	349.577
349.17	349.889
349.97	350.202
350.77	350.514
351.57	350.826
352.37	351.138
353.18	351.449
353.98	351.761
354.79	352.072
355.60	352.384
356.41	352.695
357.21	353.006
358.02	353.317
358.84	353.627
359.65	353.938
360.46	354.248
361.27	354.559
362.09	354.869
362.90	355.179
363.72	355.489
364.54	355.799
365.36	356.109
366.18	356.418
367.00	356.728
367.82	357.037
368.64	357.346
369.46	357.655
370.29	357.964
371.11	358.273
371.94	358.582
372.77	358.890
373.59	359.199
374.42	359.507
375.25	359.815
376.08	360.123
376.91	360.431
377.75	360.739
378.58	361.046
379.41	361.354
380.25	361.661
381.08	361.969
381.92	362.276
382.76	362.583
383.60	362.890
384.44	363.196
385.28	363.503
386.12	363.810
386.96	364.116
387.81	364.422
388.65	364.728
389.50	365.034
390.34	365.340
391.19	365.646
392.04	365.952
392.89	366.257
393.74	366.562
394.59	366.868
395.44	367.173
396.29	367.478
397.15	367.783
398.00	368.089
398.86	368.394
399.72	368.699
400.57	369.004
401.43	369.309
402.29	369.614
403.15	369.919
404.01	370.224
404.87	370.529
405.74	370.834
406.60	371.139
407.47	371.444
408.33	371.748
409.20	372.053
410.07	372.358
410.94	372.663
411.81	372.967
412.68	373.272
413.55	373.576
414.42	373.881
415.29	374.186
416.17	374.490
417.04	374.794
417.92	375.099
418.80	375.403
419.67	375.708
420.55	376.012
421.43	376.316
422.31	376.621
423.20	376.925
424.08	377.229
424.96	377.533
425.85	377.838
426.73	378.142
427.62	378.446
428.51	378.750
429.39	379.054
430.28	379.358
431.17	379.662
432.07	379.966
432.96	380.270
433.85	380.574
434.74	380.878
435.64	381.181
436.54	381.485
437.43	381.789
438.33	382.093
439.23	382.397
440.13	382.700
441.03	383.004
441.93	383.308
442.83	383.611
443.74	383.915
444.64	384.219
445.55	384.522
446.45	384.826
447.36	385.129
448.27	385.433
449.18	385.736
450.09	386.040
451.00	386.343
451.91	386.646
452.82	386.950
453.73	387.253
454.65	387.556
455.56	387.860
456.48	388.163
457.40	388.466
458.32	388.770
459.24	389.073
460.16	389.376
461.08	389.679
462.00	389.982
462.92	390.285
463.85	390.588
464.77	390.892
465.70	391.195
466.62	391.498
467.55	391.801
468.48	392.104
469.41	392.407
470.34	392.710
471.27	393.012
472.21	393.315
473.14	393.618
474.07	393.921
475.01	394.224
475.95	394.527
476.88	394.830
477.82	395.132
478.76	395.435
479.70	395.738
480.64	396.041
481.58	396.343
482.53	396.646
483.47	396.949
484.41	397.251
485.36	397.554
486.31	397.857
487.25	398.159
488.20	398.462
489.15	398.764
490.10	399.067
491.05	399.369
492.01	399.672
492.96	399.974
493.92	400.277
494.87	400.579
495.83	400.881
496.78	401.183
497.74	401.486
498.70	401.788
499.66	402.090
500.62	402.392
501.58	402.694
502.55	402.996
503.51	403.298
504.47	403.600
505.44	403.902
506.41	404.204
507.37	404.506
508.34	404.808
509.31	405.110
510.28	405.412
511.25	405.714
512.23	406.016
513.20	406.317
514.17	406.619
515.15	406.921
516.13	407.222
517.10	407.524
518.08	407.826
519.06	408.127
520.04	408.429
521.02	408.730
522.00	409.032
522.99	409.333
523.97	409.635
524.95	409.936
525.94	410.237
526.93	410.539
527.91	410.840
528.90	411.141
529.89	411.443
530.88	411.744
531.87	412.045
532.87	412.346
533.86	412.647
534.85	412.948
535.85	413.250
536.84	413.551
537.84	413.852
538.84	414.153
539.84	414.454
540.84	414.755
541.84	415.056
542.84	415.357
543.84	415.658
544.85	415.958
545.85	416.259
546.86	416.560
547.87	416.861
548.87	417.162
549.88	417.463
550.89	417.763
551.90	418.064
552.91	418.365
553.93	418.665
554.94	418.966
555.95	419.267
556.97	419.567
557.98	419.868
559.00	420.168
560.02	420.469
561.04	420.769
562.06	421.070
563.08	421.370
564.10	421.671
565.13	421.971
566.15	422.272
567.17	422.572
568.20	422.872
569.23	423.173
570.25	423.473
571.28	423.773
572.31	424.074
573.34	424.374
574.38	424.674
575.41	424.975
576.44	425.275
577.48	425.575
578.51	425.875
579.55	426.175
580.58	426.475
581.62	426.776
582.66	427.076
583.70	427.376
584.74	427.676
585.79	427.976
586.83	428.276
587.87	428.576
588.92	428.876
589.96	429.176
591.01	429.476
592.06	429.776
593.11	430.075
594.16	430.375
595.21	430.675
596.26	430.975
597.31	431.274
598.37	431.574
599.42	431.873
600.48	432.173
601.53	432.472
602.59	432.771
603.65	433.070
604.71	433.370
605.77	433.669
606.83	433.968
607.89	434.267
608.96	434.566
610.02	434.865
611.09	435.164
612.15	435.463
613.22	435.761
614.29	436.060
615.36	436.359
616.43	436.657
617.50	436.956
618.57	437.255
619.64	437.553
620.72	437.851
621.79	438.150
622.87	438.448
623.95	438.746
625.02	439.045
626.10	439.343
627.18	439.641
628.26	439.939
629.34	440.237
630.43	440.535
631.51	440.833
632.60	441.131
633.68	441.428
634.77	441.726
635.85	442.024
636.94	442.322
638.03	442.619
639.12	442.917
640.21	443.214
641.31	443.512
642.40	443.809
643.49	444.106
644.59	444.404
645.69	444.701
646.78	444.998
647.88	445.295
648.98	445.592
650.08	445.890
651.18	446.187
652.28	446.484
653.39	446.780
654.49	447.077
655.60	447.374
656.70	447.671
657.81	447.968
658.92	448.264
660.02	448.561
661.13	448.858
662.24	449.154
663.36	449.451
664.47	449.747
665.58	450.043
666.70	450.340
667.81	450.636
668.93	450.932
670.05	451.229
671.17	451.525
672.29	451.821
673.41	452.117
674.53	452.413
675.65	452.709
676.77	453.005
677.90	453.301
679.02	453.597
680.15	453.893
681.28	454.188
682.40	454.484
683.53	454.780
684.66	455.075
685.79	455.371
686.93	455.666
688.06	455.962
689.19	456.257
690.33	456.553
691.46	456.848
692.60	457.144
693.74	457.439
694.88	457.734
696.02	458.029
697.16	458.324
698.30	458.619
699.44	458.915
700.59	459.210
701.73	459.505
702.88	459.800
704.02	460.094
705.17	460.389
706.32	460.684
707.47	460.979
708.62	461.274
709.77	461.569
710.92	461.864
712.08	462.159
713.23	462.454
714.39	462.748
715.54	463.043
716.70	463.338
717.86	463.633
719.02	463.928
720.18	464.222
721.34	464.517
722.50	464.812
723.66	465.107
724.83	465.402
725.99	465.696
727.16	465.991
728.33	466.286
729.49	466.580
730.66	466.875
731.83	467.170
733.00	467.464
734.18	467.759
735.35	468.054
736.52	468.348
737.70	468.643
738.87	468.938
740.05	469.232
741.23	469.527
742.41	469.822
743.59	470.116
744.77	470.411
745.95	470.705
747.13	471.000
748.32	471.294
749.50	471.589
750.69	471.884
751.87	472.178
753.06	472.473
754.25	472.767
755.44	473.062
756.63	473.356
757.82	473.651
759.01	473.945
760.21	474.240
761.40	474.534
762.60	474.829
763.79	475.123
764.99	475.418
766.19	475.712
767.39	476.007
768.59	476.301
769.79	476.596
770.99	476.890
772.19	477.185
773.40	477.479
774.60	477.774
775.81	478.068
777.02	478.363
778.23	478.657
779.43	478.952
780.64	479.246
781.86	479.541
783.07	479.835
784.28	480.130
785.50	480.424
786.71	480.718
787.93	481.013
789.14	481.307
790.36	481.602
791.58	481.896
792.80	482.191
794.02	482.485
795.24	482.780
796.47	483.074
797.69	483.369
798.91	483.663
800.14	483.958
801.37	484.252
802.60	484.546
803.82	484.841
805.05	485.135
806.28	485.430
807.52	485.724
808.75	486.019
809.98	486.313
811.22	486.608
812.45	486.902
813.69	487.197
814.93	487.491
816.17	487.786
817.41	488.080
818.65	488.375
819.89	488.669
821.13	488.964
822.38	489.258
823.62	489.553
824.87	489.847
826.11	490.142
827.36	490.437
828.61	490.731
829.86	491.026
831.11	491.320
832.36	491.615
833.61	491.909
834.87	492.204
836.12	492.499
837.38	492.793
838.63	493.088
839.89	493.382
841.15	493.677
842.41	493.972
843.67	494.266
844.93	494.561
846.19	494.856
847.46	495.150
848.72	495.445
849.99	495.740
851.25	496.034
852.52	496.329
853.79	496.624
855.06	496.918
856.33	497.213
857.60	497.508
858.87	497.803
860.15	498.097
861.42	498.392
862.70	498.687
863.97	498.982
865.25	499.277
866.53	499.571
867.81	499.866
869.09	500.161
870.37	500.456
871.65	500.751
872.94	501.046
874.22	501.341
875.51	501.635
876.79	501.930
878.08	502.225
879.37	502.520
880.66	502.815
881.95	503.110
883.24	503.405
884.53	503.700
885.83	503.995
887.12	504.290
888.42	504.585
889.71	504.880
891.01	505.175
892.31	505.471
893.61	505.766
894.91	506.061
896.21	506.356
897.51	506.651
898.81	506.946
900.12	507.241
901.42	507.537
902.73	507.832
904.04	508.127
905.35	508.422
906.66	508.718
907.97	509.013
909.28	509.308
910.59	509.604
911.90	509.899
913.22	510.194
914.53	510.490
915.85	510.785
917.17	511.081
918.49	511.376
919.81	511.672
921.13	511.967
922.45	512.263
923.77	512.558
925.09	512.854
926.42	513.149
927.74	513.445
929.07	513.740
930.40	514.036
931.73	514.332
933.06	514.627
934.39	514.923
935.72	515.219
937.05	515.515
938.39	515.810
939.72	516.106
941.06	516.402
942.39	516.698
943.73	516.994
945.07	517.290
946.41	517.586
947.75	517.882
949.09	518.178
950.43	518.474
951.78	518.770
953.12	519.066
954.47	519.362
955.81	519.658
957.16	519.954
958.51	520.250
959.86	520.546
961.21	520.842
962.56	521.139
963.92	521.435
965.27	521.731
966.62	522.028
967.98	522.324
969.34	522.620
970.70	522.917
972.05	523.213
973.41	523.509
974.78	523.806
976.14	524.102
977.50	524.399
978.86	524.696
980.23	524.992
981.60	525.289
982.96	525.585
984.33	525.882
985.70	526.179
987.07	526.476
988.44	526.772
989.81	527.069
991.19	527.366
992.56	527.663
993.94	527.960
995.31	528.257
996.69	528.554
998.07	528.851
999.45	529.148
1000.83	529.445
1002.21	529.742
1003.59	530.039
1004.97	530.336
1006.36	530.633
1007.74	530.931
1009.13	531.228
1010.52	531.525
1011.91	531.822
1013.30	532.120
1014.69	532.417
1016.08	532.715
1017.47	533.012
1018.86	533.310
1020.26	533.607
1021.65	533.905
1023.05	534.202
1024.45	534.500
1025.85	534.798
1027.25	535.095
1028.65	535.393
1030.05	535.691
1031.45	535.989
1032.86	536.287
1034.26	536.585
1035.67	536.883
1037.07	537.181
1038.48	537.479
1039.89	537.777
1041.30	538.075
1042.71	538.373
1044.13	538.671
1045.54	538.969
1046.95	539.268
1048.37	539.566
1049.78	539.864
1051.20	540.163
1052.62	540.461
1054.04	540.760
1055.46	541.058
1056.88	541.357
1058.30	541.655
1059.73	541.954
1061.15	542.252
1062.58	542.551
1064.00	542.850
1065.43	543.149
1066.86	543.448
1068.29	543.746
1069.72	544.045
1071.15	544.344
1072.58	544.643
1074.02	544.942
1075.45	545.242
1076.89	545.541
1078.33	545.840
1079.76	546.139
1081.20	546.438
1082.64	546.738
1084.08	547.037
1085.53	547.337
1086.97	547.636
1088.41	547.936
1089.86	548.235
1091.30	548.535
1092.75	548.834
1094.20	549.134
1095.65	549.434
1097.10	549.734
1098.55	550.033
1100.00	550.333
1101.46	550.633
1102.91	550.933
1104.37	551.233
1105.82	551.533
1107.28	551.834
1108.74	552.134
1110.20	552.434
1111.66	552.734
1113.12	553.035
1114.59	553.335
1116.05	553.635
1117.51	553.936
1118.98	554.236
1120.45	554.537
1121.92	554.838
1123.39	555.138
1124.86	555.439
1126.33	555.740
1127.80	556.041
1129.27	556.342
1130.75	556.643
1132.22	556.944
1133.70	557.245
1135.18	557.546
1136.66	557.847
1138.13	558.148
1139.62	558.449
1141.10	558.751
1142.58	559.052
1144.06	559.354
1145.55	559.655
1147.03	559.957
1148.52	560.258
1150.01	560.560
1151.50	560.862
1152.99	561.163
1154.48	561.465
1155.97	561.767
1157.47	562.069
1158.96	562.371
1160.46	562.673
1161.95	562.975
1163.45	563.277
1164.95	563.580
1166.45	563.882
1167.95	564.184
1169.45	564.487
1170.95	564.789
1172.46	565.092
1173.96	565.394
1175.47	565.697
1176.98	566.000
1178.48	566.303
1179.99	566.605
1181.50	566.908
1183.01	567.211
1184.53	567.514
1186.04	567.817
1187.55	568.120
1189.07	568.424
1190.59	568.727
1192.10	569.030
1193.62	569.334
1195.14	569.637
1196.66	569.941
1198.19	570.244
1199.71	570.548
1201.23	570.851
1202.76	571.155
1204.28	571.459
1205.81	571.763
1207.34	572.067
1208.87	572.371
1210.40	572.675
1211.93	572.979
1213.46	573.283
1215.00	573.588
1216.53	573.892
1218.07	574.196
1219.60	574.501
1221.14	574.805
1222.68	575.110
1224.22	575.415
1225.76	575.720
1227.30	576.024
1228.85	576.329
1230.39	576.634
1231.94	576.939
1233.48	577.244
1235.03	577.549
1236.58	577.855
1238.13	578.160
1239.68	578.465
1241.23	578.771
1242.78	579.076
1244.34	579.382
1245.89	579.688
1247.45	579.993
1249.01	580.299
1250.56	580.605
1252.12	580.911
1253.68	581.217
1255.24	581.523
1256.81	581.829
1258.37	582.135
