t(c)	theta_c(grad)
4.680	78.971
4.690	78.965
4.700	78.959
4.710	78.953
4.720	78.947
4.730	78.941
4.740	78.935
4.750	78.929
4.760	78.924
4.770	78.918
4.780	78.912
4.790	78.906
4.800	78.900
4.810	78.894
4.820	78.888
4.830	78.882
4.840	78.877
4.850	78.871
4.860	78.865
4.870	78.859
4.880	78.853
4.890	78.848
4.900	78.842
4.910	78.836
4.920	78.830
4.930	78.824
4.940	78.819
4.950	78.813
4.960	78.807
4.970	78.802
4.980	78.796
4.990	78.790
5.000	78.784
5.010	78.779
5.020	78.773
5.030	78.767
5.040	78.762
5.050	78.756
5.060	78.750
5.070	78.745
5.080	78.739
5.090	78.733
5.100	78.728
5.110	78.722
5.120	78.717
5.130	78.711
5.140	78.705
5.150	78.700
5.160	78.694
5.170	78.689
5.180	78.683
5.190	78.678
5.200	78.672
5.210	78.667
5.220	78.661
5.230	78.656
5.240	78.650
5.250	78.645
5.260	78.639
5.270	78.634
5.280	78.628
5.290	78.623
5.300	78.617
5.310	78.612
5.320	78.606
5.330	78.601
5.340	78.595
5.350	78.590
5.360	78.585
5.370	78.579
5.380	78.574
5.390	78.568
5.400	78.563
5.410	78.558
5.420	78.552
5.430	78.547
5.440	78.541
5.450	78.536
5.460	78.531
5.470	78.525
5.480	78.520
5.490	78.515
5.500	78.509
5.510	78.504
5.520	78.499
5.530	78.494
5.540	78.488
5.550	78.483
5.560	78.478
5.570	78.472
5.580	78.467
5.590	78.462
5.600	78.457
5.610	78.451
5.620	78.446
5.630	78.441
5.640	78.436
5.650	78.431
5.660	78.425
5.670	78.420
5.680	78.415
5.690	78.410
5.700	78.405
5.710	78.399
5.720	78.394
5.730	78.389
5.740	78.384
5.750	78.379
5.760	78.374
5.770	78.368
5.780	78.363
5.790	78.358
5.800	78.353
5.810	78.348
5.820	78.343
5.830	78.338
5.840	78.333
5.850	78.328
5.860	78.323
5.870	78.317
5.880	78.312
5.890	78.307
5.900	78.302
5.910	78.297
5.920	78.292
5.930	78.287
5.940	78.282
5.950	78.277
5.960	78.272
5.970	78.267
5.980	78.262
5.990	78.257
6.000	78.252
6.010	78.247
6.020	78.242
6.030	78.237
6.040	78.232
6.050	78.227
6.060	78.222
6.070	78.217
6.080	78.212
6.090	78.207
6.100	78.202
6.110	78.198
6.120	78.193
6.130	78.188
6.140	78.183
6.150	78.178
6.160	78.173
6.170	78.168
6.180	78.163
6.190	78.158
6.200	78.153
6.210	78.149
6.220	78.144
6.230	78.139
6.240	78.134
6.250	78.129
6.260	78.124
6.270	78.119
6.280	78.115
6.290	78.110
6.300	78.105
6.310	78.100
6.320	78.095
6.330	78.091
6.340	78.086
6.350	78.081
6.360	78.076
6.370	78.071
6.380	78.067
6.390	78.062
6.400	78.057
6.410	78.052
6.420	78.048
6.430	78.043
6.440	78.038
6.450	78.033
6.460	78.029
6.470	78.024
6.480	78.019
6.490	78.014
6.500	78.010
6.510	78.005
6.520	78.000
6.530	77.996
6.540	77.991
6.550	77.986
6.560	77.982
6.570	77.977
6.580	77.972
6.590	77.967
6.600	77.963
6.610	77.958
6.620	77.954
6.630	77.949
6.640	77.944
6.650	77.940
6.660	77.935
6.670	77.930
6.680	77.926
6.690	77.921
6.700	77.916
6.710	77.912
6.720	77.907
6.730	77.903
6.740	77.898
6.750	77.893
6.760	77.889
6.770	77.884
6.780	77.880
6.790	77.875
6.800	77.871
6.810	77.866
6.820	77.861
6.830	77.857
6.840	77.852
6.850	77.848
6.860	77.843
6.870	77.839
6.880	77.834
6.890	77.830
6.900	77.825
6.910	77.821
6.920	77.816
6.930	77.812
6.940	77.807
6.950	77.803
6.960	77.798
6.970	77.794
6.980	77.789
6.990	77.785
7.000	77.780
7.010	77.776
7.020	77.771
7.030	77.767
7.040	77.762
7.050	77.758
7.060	77.754
7.070	77.749
7.080	77.745
7.090	77.740
7.100	77.736
7.110	77.731
7.120	77.727
7.130	77.723
7.140	77.718
7.150	77.714
7.160	77.709
7.170	77.705
7.180	77.701
7.190	77.696
7.200	77.692
7.210	77.687
7.220	77.683
7.230	77.679
7.240	77.674
7.250	77.670
7.260	77.666
7.270	77.661
7.280	77.657
7.290	77.652
7.300	77.648
7.310	77.644
7.320	77.639
7.330	77.635
7.340	77.631
7.350	77.626
7.360	77.622
7.370	77.618
7.380	77.614
7.390	77.609
7.400	77.605
7.410	77.601
7.420	77.596
7.430	77.592
7.440	77.588
7.450	77.583
7.460	77.579
7.470	77.575
7.480	77.571
7.490	77.566
7.500	77.562
7.510	77.558
7.520	77.554
7.530	77.549
7.540	77.545
7.550	77.541
7.560	77.537
7.570	77.532
7.580	77.528
7.590	77.524
7.600	77.520
7.610	77.515
7.620	77.511
7.630	77.507
7.640	77.503
7.650	77.499
7.660	77.494
7.670	77.490
7.680	77.486
7.690	77.482
7.700	77.478
7.710	77.473
7.720	77.469
7.730	77.465
7.740	77.461
7.750	77.457
7.760	77.453
7.770	77.448
7.780	77.444
7.790	77.440
7.800	77.436
7.810	77.432
7.820	77.428
7.830	77.423
7.840	77.419
7.850	77.415
7.860	77.411
7.870	77.407
7.880	77.403
7.890	77.399
7.900	77.395
7.910	77.390
7.920	77.386
7.930	77.382
7.940	77.378
7.950	77.374
7.960	77.370
7.970	77.366
7.980	77.362
7.990	77.358
8.000	77.354
8.010	77.350
8.020	77.345
8.030	77.341
8.040	77.337
8.050	77.333
8.060	77.329
8.070	77.325
8.080	77.321
8.090	77.317
8.100	77.313
8.110	77.309
8.120	77.305
8.130	77.301
8.140	77.297
8.150	77.293
8.160	77.289
8.170	77.285
8.180	77.281
8.190	77.277
8.200	77.273
8.210	77.269
8.220	77.265
8.230	77.261
8.240	77.257
8.250	77.253
8.260	77.249
8.270	77.245
8.280	77.241
8.290	77.237
8.300	77.233
8.310	77.229
8.320	77.225
8.330	77.221
8.340	77.217
8.350	77.213
8.360	77.209
8.370	77.205
8.380	77.201
8.390	77.197
8.400	77.193
8.410	77.189
8.420	77.185
8.430	77.181
8.440	77.177
8.450	77.173
8.460	77.169
8.470	77.165
8.480	77.161
8.490	77.157
8.500	77.154
8.510	77.150
8.520	77.146
8.530	77.142
8.540	77.138
8.550	77.134
8.560	77.130
8.570	77.126
8.580	77.122
8.590	77.118
8.600	77.114
8.610	77.111
8.620	77.107
8.630	77.103
8.640	77.099
8.650	77.095
8.660	77.091
8.670	77.087
8.680	77.083
8.690	77.079
8.700	77.076
8.710	77.072
8.720	77.068
8.730	77.064
8.740	77.060
8.750	77.056
8.760	77.052
8.770	77.049
8.780	77.045
8.790	77.041
8.800	77.037
8.810	77.033
8.820	77.029
8.830	77.026
8.840	77.022
8.850	77.018
8.860	77.014
8.870	77.010
8.880	77.006
8.890	77.003
8.900	76.999
8.910	76.995
8.920	76.991
8.930	76.987
8.940	76.984
8.950	76.980
8.960	76.976
8.970	76.972
8.980	76.968
8.990	76.965
9.000	76.961
9.010	76.957
9.020	76.953
9.030	76.949
9.040	76.946
9.050	76.942
9.060	76.938
9.070	76.934
9.080	76.931
9.090	76.927
9.100	76.923
9.110	76.919
9.120	76.915
9.130	76.912
9.140	76.908
9.150	76.904
9.160	76.900
9.170	76.897
9.180	76.893
9.190	76.889
9.200	76.885
9.210	76.882
9.220	76.878
9.230	76.874
9.240	76.871
9.250	76.867
9.260	76.863
9.270	76.859
9.280	76.856
9.290	76.852
9.300	76.848
9.310	76.845
9.320	76.841
9.330	76.837
9.340	76.833
9.350	76.830
9.360	76.826
9.370	76.822
9.380	76.819
9.390	76.815
9.400	76.811
9.410	76.807
9.420	76.804
9.430	76.800
9.440	76.796
9.450	76.793
9.460	76.789
9.470	76.785
9.480	76.782
9.490	76.778
9.500	76.774
9.510	76.771
9.520	76.767
9.530	76.763
9.540	76.760
9.550	76.756
9.560	76.752
9.570	76.749
9.580	76.745
9.590	76.741
9.600	76.738
9.610	76.734
9.620	76.731
9.630	76.727
9.640	76.723
9.650	76.720
9.660	76.716
9.670	76.712
9.680	76.709
9.690	76.705
9.700	76.701
9.710	76.698
9.720	76.694
9.730	76.691
9.740	76.687
9.750	76.683
9.760	76.680
9.770	76.676
9.780	76.673
9.790	76.669
9.800	76.665
9.810	76.662
9.820	76.658
9.830	76.655
9.840	76.651
9.850	76.647
9.860	76.644
9.870	76.640
9.880	76.637
9.890	76.633
9.900	76.629
9.910	76.626
9.920	76.622
9.930	76.619
9.940	76.615
9.950	76.612
9.960	76.608
9.970	76.604
9.980	76.601
9.990	76.597
10.000	76.594
10.010	76.590
10.020	76.587
10.030	76.583
10.040	76.579
10.050	76.576
10.060	76.572
10.070	76.569
10.080	76.565
10.090	76.562
10.100	76.558
10.110	76.555
10.120	76.551
10.130	76.548
10.140	76.544
10.150	76.541
10.160	76.537
10.170	76.533
10.180	76.530
10.190	76.526
10.200	76.523
10.210	76.519
10.220	76.516
10.230	76.512
10.240	76.509
10.250	76.505
10.260	76.502
10.270	76.498
10.280	76.495
10.290	76.491
10.300	76.488
10.310	76.484
10.320	76.481
10.330	76.477
10.340	76.474
10.350	76.470
10.360	76.467
10.370	76.463
10.380	76.460
10.390	76.456
10.400	76.453
10.410	76.449
10.420	76.446
10.430	76.442
10.440	76.439
10.450	76.435
10.460	76.432
10.470	76.429
10.480	76.425
10.490	76.422
10.500	76.418
10.510	76.415
10.520	76.411
10.530	76.408
10.540	76.404
10.550	76.401
10.560	76.397
10.570	76.394
10.580	76.391
10.590	76.387
10.600	76.384
10.610	76.380
10.620	76.377
10.630	76.373
10.640	76.370
10.650	76.366
10.660	76.363
10.670	76.360
10.680	76.356
10.690	76.353
10.700	76.349
10.710	76.346
10.720	76.342
10.730	76.339
10.740	76.336
10.750	76.332
10.760	76.329
10.770	76.325
10.780	76.322
10.790	76.319
10.800	76.315
10.810	76.312
10.820	76.308
10.830	76.305
10.840	76.302
10.850	76.298
10.860	76.295
10.870	76.291
10.880	76.288
10.890	76.285
10.900	76.281
10.910	76.278
10.920	76.274
10.930	76.271
10.940	76.268
10.950	76.264
10.960	76.261
10.970	76.257
10.980	76.254
10.990	76.251
11.000	76.247
11.010	76.244
11.020	76.241
11.030	76.237
11.040	76.234
11.050	76.231
11.060	76.227
11.070	76.224
11.080	76.220
11.090	76.217
11.100	76.214
11.110	76.210
11.120	76.207
11.130	76.204
11.140	76.200
11.150	76.197
11.160	76.194
11.170	76.190
11.180	76.187
11.190	76.184
11.200	76.180
11.210	76.177
11.220	76.174
11.230	76.170
11.240	76.167
11.250	76.164
11.260	76.160
11.270	76.157
11.280	76.154
11.290	76.150
11.300	76.147
11.310	76.144
11.320	76.140
11.330	76.137
11.340	76.134
11.350	76.130
11.360	76.127
11.370	76.124
11.380	76.121
11.390	76.117
11.400	76.114
11.410	76.111
11.420	76.107
11.430	76.104
11.440	76.101
11.450	76.097
11.460	76.094
11.470	76.091
11.480	76.088
11.490	76.084
11.500	76.081
11.510	76.078
11.520	76.074
11.530	76.071
11.540	76.068
11.550	76.065
11.560	76.061
11.570	76.058
11.580	76.055
11.590	76.052
11.600	76.048
11.610	76.045
11.620	76.042
11.630	76.038
11.640	76.035
11.650	76.032
11.660	76.029
11.670	76.025
11.680	76.022
11.690	76.019
11.700	76.016
11.710	76.012
11.720	76.009
11.730	76.006
11.740	76.003
11.750	75.999
11.760	75.996
11.770	75.993
11.780	75.990
11.790	75.986
11.800	75.983
11.810	75.980
11.820	75.977
11.830	75.973
11.840	75.970
11.850	75.967
11.860	75.964
11.870	75.961
11.880	75.957
11.890	75.954
11.900	75.951
11.910	75.948
11.920	75.944
11.930	75.941
11.940	75.938
11.950	75.935
11.960	75.932
11.970	75.928
11.980	75.925
11.990	75.922
12.000	75.919
12.010	75.916
12.020	75.912
12.030	75.909
12.040	75.906
12.050	75.903
12.060	75.900
12.070	75.896
12.080	75.893
12.090	75.890
12.100	75.887
12.110	75.884
12.120	75.880
12.130	75.877
12.140	75.874
12.150	75.871
12.160	75.868
12.170	75.865
12.180	75.861
12.190	75.858
12.200	75.855
12.210	75.852
12.220	75.849
12.230	75.845
12.240	75.842
12.250	75.839
12.260	75.836
12.270	75.833
12.280	75.830
12.290	75.826
12.300	75.823
12.310	75.820
12.320	75.817
12.330	75.814
12.340	75.811
12.350	75.808
12.360	75.804
12.370	75.801
12.380	75.798
12.390	75.795
12.400	75.792
12.410	75.789
12.420	75.786
12.430	75.782
12.440	75.779
12.450	75.776
12.460	75.773
12.470	75.770
12.480	75.767
12.490	75.764
12.500	75.760
12.510	75.757
12.520	75.754
12.530	75.751
12.540	75.748
12.550	75.745
12.560	75.742
12.570	75.739
12.580	75.735
12.590	75.732
12.600	75.729
12.610	75.726
12.620	75.723
12.630	75.720
12.640	75.717
12.650	75.714
12.660	75.711
12.670	75.707
12.680	75.704
12.690	75.701
12.700	75.698
12.710	75.695
12.720	75.692
12.730	75.689
12.740	75.686
12.750	75.683
12.760	75.680
12.770	75.676
12.780	75.673
12.790	75.670
12.800	75.667
12.810	75.664
12.820	75.661
12.830	75.658
12.840	75.655
12.850	75.652
12.860	75.649
12.870	75.646
12.880	75.642
12.890	75.639
12.900	75.636
12.910	75.633
12.920	75.630
12.930	75.627
12.940	75.624
12.950	75.621
12.960	75.618
12.970	75.615
12.980	75.612
12.990	75.609
13.000	75.606
13.010	75.603
13.020	75.600
13.030	75.596
13.040	75.593
13.050	75.590
13.060	75.587
13.070	75.584
13.080	75.581
13.090	75.578
13.100	75.575
13.110	75.572
13.120	75.569
13.130	75.566
13.140	75.563
13.150	75.560
13.160	75.557
13.170	75.554
13.180	75.551
13.190	75.548
13.200	75.545
13.210	75.542
13.220	75.539
13.230	75.536
13.240	75.533
13.250	75.530
13.260	75.527
13.270	75.524
13.280	75.520
13.290	75.517
13.300	75.514
13.310	75.511
13.320	75.508
13.330	75.505
13.340	75.502
13.350	75.499
13.360	75.496
13.370	75.493
13.380	75.490
13.390	75.487
13.400	75.484
13.410	75.481
13.420	75.478
13.430	75.475
13.440	75.472
13.450	75.469
13.460	75.466
13.470	75.463
13.480	75.460
13.490	75.457
13.500	75.454
13.510	75.451
13.520	75.448
13.530	75.445
13.540	75.442
13.550	75.439
13.560	75.436
13.570	75.433
13.580	75.430
13.590	75.427
13.600	75.424
13.610	75.421
13.620	75.418
13.630	75.415
13.640	75.412
13.650	75.410
13.660	75.407
13.670	75.404
13.680	75.401
13.690	75.398
13.700	75.395
13.710	75.392
13.720	75.389
13.730	75.386
13.740	75.383
13.750	75.380
13.760	75.377
13.770	75.374
13.780	75.371
13.790	75.368
13.800	75.365
13.810	75.362
13.820	75.359
13.830	75.356
13.840	75.353
13.850	75.350
13.860	75.347
13.870	75.344
13.880	75.341
13.890	75.338
13.900	75.336
13.910	75.333
13.920	75.330
13.930	75.327
13.940	75.324
13.950	75.321
13.960	75.318
13.970	75.315
13.980	75.312
13.990	75.309
14.000	75.306
14.010	75.303
14.020	75.300
14.030	75.297
14.040	75.294
14.050	75.291
14.060	75.289
14.070	75.286
14.080	75.283
14.090	75.280
14.100	75.277
14.110	75.274
14.120	75.271
14.130	75.268
14.140	75.265
14.150	75.262
14.160	75.259
14.170	75.256
14.180	75.254
14.190	75.251
14.200	75.248
14.210	75.245
14.220	75.242
14.230	75.239
14.240	75.236
14.250	75.233
14.260	75.230
14.270	75.227
14.280	75.224
14.290	75.222
14.300	75.219
14.310	75.216
14.320	75.213
14.330	75.210
14.340	75.207
14.350	75.204
14.360	75.201
14.370	75.198
14.380	75.196
14.390	75.193
14.400	75.190
14.410	75.187
14.420	75.184
14.430	75.181
14.440	75.178
14.450	75.175
14.460	75.172
14.470	75.170
14.480	75.167
14.490	75.164
14.500	75.161
14.510	75.158
14.520	75.155
14.530	75.152
14.540	75.149
14.550	75.147
14.560	75.144
14.570	75.141
14.580	75.138
14.590	75.135
14.600	75.132
14.610	75.129
14.620	75.127
14.630	75.124
14.640	75.121
14.650	75.118
14.660	75.115
14.670	75.112
14.680	75.109
14.690	75.107
14.700	75.104
14.710	75.101
14.720	75.098
14.730	75.095
14.740	75.092
14.750	75.089
14.760	75.087
14.770	75.084
14.780	75.081
14.790	75.078
14.800	75.075
14.810	75.072
14.820	75.070
14.830	75.067
14.840	75.064
14.850	75.061
14.860	75.058
14.870	75.055
14.880	75.053
14.890	75.050
14.900	75.047
14.910	75.044
14.920	75.041
14.930	75.038
14.940	75.036
14.950	75.033
14.960	75.030
14.970	75.027
14.980	75.024
14.990	75.022
15.000	75.019
15.010	75.016
15.020	75.013
15.030	75.010
15.040	75.007
15.050	75.005
15.060	75.002
15.070	74.999
15.080	74.996
15.090	74.993
15.100	74.991
15.110	74.988
15.120	74.985
15.130	74.982
15.140	74.979
15.150	74.977
15.160	74.974
15.170	74.971
15.180	74.968
15.190	74.965
15.200	74.963
15.210	74.960
15.220	74.957
15.230	74.954
15.240	74.951
15.250	74.949
15.260	74.946
15.270	74.943
15.280	74.940
15.290	74.937
15.300	74.935
15.310	74.932
15.320	74.929
15.330	74.926
15.340	74.924
15.350	74.921
15.360	74.918
15.370	74.915
15.380	74.912
15.390	74.910
15.400	74.907
15.410	74.904
15.420	74.901
15.430	74.899
15.440	74.896
15.450	74.893
15.460	74.890
15.470	74.888
15.480	74.885
15.490	74.882
15.500	74.879
15.510	74.876
15.520	74.874
15.530	74.871
15.540	74.868
15.550	74.865
15.560	74.863
15.570	74.860
15.580	74.857
15.590	74.854
15.600	74.852
15.610	74.849
15.620	74.846
15.630	74.843
15.640	74.841
15.650	74.838
15.660	74.835
15.670	74.832
15.680	74.830
15.690	74.827
15.700	74.824
15.710	74.821
15.720	74.819
15.730	74.816
15.740	74.813
15.750	74.810
15.760	74.808
15.770	74.805
15.780	74.802
15.790	74.800
15.800	74.797
15.810	74.794
15.820	74.791
15.830	74.789
15.840	74.786
15.850	74.783
15.860	74.780
15.870	74.778
15.880	74.775
15.890	74.772
15.900	74.770
15.910	74.767
15.920	74.764
15.930	74.761
15.940	74.759
15.950	74.756
15.960	74.753
15.970	74.751
15.980	74.748
15.990	74.745
16.000	74.742
16.010	74.740
16.020	74.737
16.030	74.734
16.040	74.732
16.050	74.729
16.060	74.726
16.070	74.723
16.080	74.721
16.090	74.718
16.100	74.715
16.110	74.713
16.120	74.710
16.130	74.707
16.140	74.705
16.150	74.702
16.160	74.699
16.170	74.696
16.180	74.694
16.190	74.691
16.200	74.688
16.210	74.686
16.220	74.683
16.230	74.680
16.240	74.678
16.250	74.675
16.260	74.672
16.270	74.670
16.280	74.667
16.290	74.664
16.300	74.661
16.310	74.659
16.320	74.656
16.330	74.653
16.340	74.651
16.350	74.648
16.360	74.645
16.370	74.643
16.380	74.640
16.390	74.637
16.400	74.635
16.410	74.632
16.420	74.629
16.430	74.627
16.440	74.624
16.450	74.621
16.460	74.619
16.470	74.616
16.480	74.613
16.490	74.611
16.500	74.608
16.510	74.605
16.520	74.603
16.530	74.600
16.540	74.597
16.550	74.595
16.560	74.592
16.570	74.589
16.580	74.587
16.590	74.584
16.600	74.582
16.610	74.579
16.620	74.576
16.630	74.574
16.640	74.571
16.650	74.568
16.660	74.566
16.670	74.563
16.680	74.560
16.690	74.558
16.700	74.555
16.710	74.552
16.720	74.550
16.730	74.547
16.740	74.545
16.750	74.542
16.760	74.539
16.770	74.537
16.780	74.534
16.790	74.531
16.800	74.529
16.810	74.526
16.820	74.523
16.830	74.521
16.840	74.518
16.850	74.516
16.860	74.513
16.870	74.510
16.880	74.508
16.890	74.505
16.900	74.502
16.910	74.500
16.920	74.497
16.930	74.495
16.940	74.492
16.950	74.489
16.960	74.487
16.970	74.484
16.980	74.481
16.990	74.479
17.000	74.476
17.010	74.474
17.020	74.471
17.030	74.468
17.040	74.466
17.050	74.463
17.060	74.461
17.070	74.458
17.080	74.455
17.090	74.453
17.100	74.450
17.110	74.448
17.120	74.445
17.130	74.442
17.140	74.440
17.150	74.437
17.160	74.435
17.170	74.432
17.180	74.429
17.190	74.427
17.200	74.424
17.210	74.422
17.220	74.419
17.230	74.416
17.240	74.414
17.250	74.411
17.260	74.409
17.270	74.406
17.280	74.404
17.290	74.401
17.300	74.398
17.310	74.396
17.320	74.393
17.330	74.391
17.340	74.388
17.350	74.385
17.360	74.383
17.370	74.380
17.380	74.378
17.390	74.375
17.400	74.373
17.410	74.370
17.420	74.367
17.430	74.365
17.440	74.362
17.450	74.360
