N	t(c)	m(kg)	P(H)	V(m/s)	M	Cxa	alpha(grad)	theta_c(grad)	Cya_alpha	omega_z(1/s)	theta(grad)	y(m)	x(m)	g(m/s2)	x_dotc(m/s)	y_dotc(m/s)	V_dot(m/s2)
42	0.410	1246.80	56000.0	24.350	0.0716	0.3000	0.00	83.59	0.2500	0.0000	85.00	7.00	0.72	9.8066	2.720	24.198	35.150
43	0.420	1246.60	56000.0	24.702	0.0726	0.3000	0.00	83.56	0.2500	0.0000	85.00	7.24	0.75	9.8066	2.771	24.546	35.157
44	0.430	1246.40	56000.0	25.053	0.0736	0.3000	0.00	83.53	0.2500	0.0000	85.00	7.49	0.78	9.8066	2.821	24.894	35.164
45	0.440	1246.20	56000.0	25.405	0.0747	0.3000	0.00	83.51	0.2500	0.0000	85.00	7.74	0.80	9.8066	2.872	25.242	35.171
46	0.450	1246.00	56000.0	25.757	0.0757	0.3000	0.00	83.48	0.2500	0.0000	85.00	8.00	0.83	9.8066	2.923	25.591	35.178
47	0.460	1245.80	56000.0	26.109	0.0767	0.3000	0.00	83.46	0.2500	0.0000	85.00	8.25	0.86	9.8066	2.974	25.939	35.185
48	0.470	1245.60	56000.0	26.461	0.0778	0.3000	0.00	83.44	0.2500	0.0000	85.00	8.51	0.89	9.8066	3.025	26.287	35.192
49	0.480	1245.40	56000.0	26.813	0.0788	0.3000	0.00	83.41	0.2500	0.0000	85.00	8.78	0.92	9.8066	3.077	26.635	35.199
50	0.490	1245.20	56000.0	27.165	0.0798	0.3000	0.00	83.39	0.2500	0.0000	85.00	9.05	0.95	9.8066	3.128	26.984	35.206
51	0.500	1245.00	56000.0	27.517	0.0809	0.3000	0.00	83.36	0.2500	0.0000	85.00	9.32	0.99	9.8066	3.180	27.332	35.213
52	0.510	1244.80	56000.0	27.869	0.0819	0.3000	0.00	83.34	0.2500	0.0000	85.00	9.59	1.02	9.8066	3.232	27.681	35.220
53	0.520	1244.60	56000.0	28.221	0.0829	0.3000	0.00	83.32	0.2500	0.0000	85.00	9.87	1.05	9.8066	3.284	28.029	35.227
54	0.530	1244.40	56000.0	28.573	0.0840	0.3000	0.00	83.29	0.2500	0.0000	85.00	10.15	1.08	9.8066	3.337	28.378	35.234
55	0.540	1244.20	56000.0	28.926	0.0850	0.3000	0.00	83.27	0.2500	0.0000	85.00	10.44	1.12	9.8066	3.389	28.727	35.241
56	0.550	1244.00	56000.0	29.278	0.0860	0.3000	0.00	83.25	0.2500	0.0000	85.00	10.73	1.15	9.8066	3.442	29.075	35.248
57	0.560	1243.80	56000.0	29.631	0.0871	0.3000	0.00	83.23	0.2500	0.0000	85.00	11.02	1.19	9.8066	3.495	29.424	35.255
58	0.570	1243.60	56000.0	29.983	0.0881	0.3000	0.00	83.20	0.2500	0.0000	85.00	11.32	1.22	9.8066	3.548	29.773	35.262
59	0.580	1243.40	56000.0	30.336	0.0892	0.3000	0.00	83.18	0.2500	0.0000	85.00	11.62	1.26	9.8066	3.602	30.121	35.269
60	0.590	1243.20	56000.0	30.689	0.0902	0.3000	0.00	83.16	0.2500	0.0000	85.00	11.92	1.29	9.8066	3.655	30.470	35.276
61	0.600	1243.00	56000.0	31.041	0.0912	0.3000	0.00	83.14	0.2500	0.0000	85.00	12.23	1.33	9.8066	3.709	30.819	35.283
62	0.610	1242.80	56000.0	31.394	0.0923	0.3000	0.00	83.12	0.2500	0.0000	85.00	12.54	1.37	9.8066	3.763	31.168	35.290
63	0.620	1242.60	56000.0	31.747	0.0933	0.3000	0.00	83.09	0.2500	0.0000	85.00	12.85	1.41	9.8066	3.817	31.517	35.297
64	0.630	1242.40	56000.0	32.100	0.0943	0.3000	0.00	83.07	0.2500	0.0000	85.00	13.17	1.44	9.8066	3.871	31.866	35.304
65	0.640	1242.20	56000.0	32.453	0.0954	0.3000	0.00	83.05	0.2500	0.0000	85.00	13.49	1.48	9.8066	3.925	32.215	35.311
66	0.650	1242.00	56000.0	32.807	0.0964	0.3000	0.00	83.03	0.2500	0.0000	85.00	13.81	1.52	9.8066	3.980	32.564	35.318
67	0.660	1241.80	56000.0	33.160	0.0975	0.3000	0.00	83.01	0.2500	0.0000	85.00	14.14	1.56	9.8066	4.035	32.913	35.325
68	0.670	1241.60	56000.0	33.513	0.0985	0.3000	0.00	82.99	0.2500	0.0000	85.00	14.47	1.60	9.8066	4.090	33.263	35.331
69	0.680	1241.40	56000.0	33.866	0.0995	0.3000	0.00	82.97	0.2500	0.0000	85.00	14.80	1.64	9.8066	4.145	33.612	35.338
70	0.690	1241.20	56000.0	34.220	0.1006	0.3000	0.00	82.95	0.2500	0.0000	85.00	15.14	1.69	9.8066	4.200	33.961	35.345
71	0.700	1241.00	56000.0	34.573	0.1016	0.3000	0.00	82.93	0.2500	0.0000	85.00	15.48	1.73	9.8066	4.255	34.310	35.352
72	0.710	1240.80	56000.0	34.927	0.1027	0.3000	0.00	82.91	0.2500	0.0000	85.00	15.83	1.77	9.8066	4.311	34.660	35.359
73	0.720	1240.60	56000.0	35.280	0.1037	0.3000	0.00	82.89	0.2500	0.0000	85.00	16.18	1.81	9.8066	4.367	35.009	35.366
74	0.730	1240.40	56000.0	35.634	0.1047	0.3000	0.00	82.87	0.2500	0.0000	85.00	16.53	1.86	9.8066	4.423	35.359	35.373
75	0.740	1240.20	56000.0	35.988	0.1058	0.3000	0.00	82.85	0.2500	0.0000	85.00	16.88	1.90	9.8066	4.479	35.708	35.379
76	0.750	1240.00	56000.0	36.342	0.1068	0.3000	0.00	82.83	0.2500	0.0000	85.00	17.24	1.95	9.8066	4.535	36.058	35.386
77	0.760	1239.80	56000.0	36.696	0.1079	0.3000	0.00	82.81	0.2500	0.0000	85.00	17.60	1.99	9.8066	4.591	36.407	35.393
78	0.770	1239.60	56000.0	37.050	0.1089	0.3000	0.00	82.79	0.2500	0.0000	85.00	17.97	2.04	9.8066	4.648	36.757	35.400
79	0.780	1239.40	56000.0	37.404	0.1099	0.3000	0.00	82.77	0.2500	0.0000	85.00	18.34	2.09	9.8066	4.704	37.107	35.407
80	0.790	1239.20	56000.0	37.758	0.1110	0.3000	0.00	82.76	0.2500	0.0000	85.00	18.71	2.13	9.8066	4.761	37.456	35.413
81	0.800	1239.00	56000.0	38.112	0.1120	0.3000	0.00	82.74	0.2500	0.0000	85.00	19.09	2.18	9.8066	4.818	37.806	35.420
82	0.810	1238.80	56000.0	38.466	0.1131	0.3000	0.00	82.72	0.2500	0.0000	85.00	19.47	2.23	9.8066	4.875	38.156	35.427
83	0.820	1238.60	56000.0	38.820	0.1141	0.3000	0.00	82.70	0.2500	0.0000	85.00	19.85	2.28	9.8066	4.933	38.506	35.434
84	0.830	1238.40	56000.0	39.175	0.1151	0.3000	0.00	82.68	0.2500	0.0000	85.00	20.24	2.33	9.8066	4.990	38.856	35.440
85	0.840	1238.20	56000.0	39.529	0.1162	0.3000	0.00	82.66	0.2500	0.0000	85.00	20.63	2.38	9.8066	5.048	39.206	35.447
86	0.850	1238.00	56000.0	39.884	0.1172	0.3000	0.00	82.65	0.2500	0.0000	85.00	21.02	2.43	9.8066	5.106	39.556	35.454
87	0.860	1237.80	56000.0	40.238	0.1183	0.3000	0.00	82.63	0.2500	0.0000	85.00	21.42	2.48	9.8066	5.164	39.906	35.461
88	0.870	1237.60	56000.0	40.593	0.1193	0.3000	0.00	82.61	0.2500	0.0000	85.00	21.82	2.53	9.8066	5.222	40.256	35.467
89	0.880	1237.40	56000.0	40.948	0.1204	0.3000	0.00	82.59	0.2500	0.0000	85.00	22.23	2.59	9.8066	5.280	40.606	35.474
90	0.890	1237.20	56000.0	41.302	0.1214	0.3000	0.00	82.57	0.2500	0.0000	85.00	22.63	2.64	9.8066	5.338	40.956	35.481
91	0.900	1237.00	56000.0	41.657	0.1224	0.3000	0.00	82.56	0.2500	0.0000	85.00	23.04	2.69	9.8066	5.397	41.306	35.487
92	0.910	1236.80	56000.0	42.012	0.1235	0.3000	0.00	82.54	0.2500	0.0000	85.00	23.46	2.75	9.8066	5.455	41.656	35.494
93	0.920	1236.60	56000.0	42.367	0.1245	0.3000	0.00	82.52	0.2500	0.0000	85.00	23.88	2.80	9.8066	5.514	42.007	35.501
94	0.930	1236.40	56000.0	42.722	0.1256	0.3000	0.00	82.50	0.2500	0.0000	85.00	24.30	2.86	9.8066	5.573	42.357	35.507
95	0.940	1236.20	56000.0	43.077	0.1266	0.3000	0.00	82.49	0.2500	0.0000	85.00	24.72	2.91	9.8066	5.632	42.708	35.514
96	0.950	1236.00	56000.0	43.432	0.1277	0.3000	0.00	82.47	0.2500	0.0000	85.00	25.15	2.97	9.8066	5.691	43.058	35.521
97	0.960	1235.80	56000.0	43.788	0.1287	0.3000	0.00	82.45	0.2500	0.0000	85.00	25.59	3.03	9.8066	5.751	43.408	35.527
98	0.970	1235.60	56000.0	44.143	0.1298	0.3000	0.00	82.44	0.2500	0.0000	85.00	26.02	3.08	9.8066	5.810	43.759	35.534
99	0.980	1235.40	56000.0	44.498	0.1308	0.3000	0.00	82.42	0.2500	0.0000	85.00	26.46	3.14	9.8066	5.870	44.110	35.541
100	0.990	1235.20	56000.0	44.854	0.1318	0.3000	0.00	82.40	0.2500	0.0000	85.00	26.90	3.20	9.8066	5.930	44.460	35.547
101	1.000	1235.00	56000.0	45.209	0.1329	0.3000	0.00	82.39	0.2500	0.0000	85.00	27.35	3.26	9.8066	5.989	44.811	35.554
102	1.010	1234.80	56000.0	45.565	0.1339	0.3000	0.00	82.37	0.2500	0.0000	85.00	27.80	3.32	9.8066	6.049	45.162	35.561
103	1.020	1234.60	56000.0	45.921	0.1350	0.3000	0.00	82.35	0.2500	0.0000	85.00	28.25	3.38	9.8066	6.110	45.512	35.567
104	1.030	1234.40	56000.0	46.276	0.1360	0.3000	0.00	82.34	0.2500	0.0000	85.00	28.71	3.44	9.8066	6.170	45.863	35.574
105	1.040	1234.20	56000.0	46.632	0.1371	0.3000	0.00	82.32	0.2500	0.0000	85.00	29.17	3.51	9.8066	6.230	46.214	35.580
106	1.050	1234.00	56000.0	46.988	0.1381	0.3000	0.00	82.31	0.2500	0.0000	85.00	29.63	3.57	9.8066	6.291	46.565	35.587
107	1.060	1233.80	56000.0	47.344	0.1392	0.3000	0.00	82.29	0.2500	0.0000	85.00	30.10	3.63	9.8066	6.352	46.916	35.593
108	1.070	1233.60	56000.0	47.700	0.1402	0.3000	0.00	82.27	0.2500	0.0000	85.00	30.57	3.70	9.8066	6.413	47.267	35.600
109	1.080	1233.40	56000.0	48.056	0.1413	0.3000	0.00	82.26	0.2500	0.0000	85.00	31.05	3.76	9.8066	6.474	47.618	35.607
110	1.090	1233.20	56000.0	48.412	0.1423	0.3000	0.00	82.24	0.2500	0.0000	85.00	31.53	3.83	9.8066	6.535	47.969	35.613
111	1.100	1233.00	56000.0	48.768	0.1434	0.3000	0.00	82.23	0.2500	0.0000	85.00	32.01	3.89	9.8066	6.596	48.320	35.620
112	1.110	1232.80	56000.0	49.124	0.1444	0.3000	0.00	82.21	0.2500	0.0000	85.00	32.49	3.96	9.8065	6.657	48.671	35.626
113	1.120	1232.60	56000.0	49.481	0.1455	0.3000	0.00	82.20	0.2500	0.0000	85.00	32.98	4.02	9.8065	6.719	49.022	35.633
114	1.130	1232.40	56000.0	49.837	0.1465	0.3000	0.00	82.18	0.2500	0.0000	85.00	33.47	4.09	9.8065	6.781	49.373	35.639
115	1.140	1232.20	56000.0	50.193	0.1476	0.3000	0.00	82.17	0.2500	0.0000	85.00	33.97	4.16	9.8065	6.842	49.725	35.646
116	1.150	1232.00	56000.0	50.550	0.1486	0.3000	0.00	82.15	0.2500	0.0000	85.00	34.47	4.23	9.8065	6.904	50.076	35.652
117	1.160	1231.80	56000.0	50.906	0.1497	0.3000	0.00	82.13	0.2500	0.0000	85.00	34.97	4.30	9.8065	6.966	50.427	35.659
118	1.170	1231.60	56000.0	51.263	0.1507	0.3000	0.00	82.12	0.2500	0.0000	85.00	35.48	4.37	9.8065	7.028	50.779	35.665
119	1.180	1231.40	56000.0	51.620	0.1518	0.3000	0.00	82.10	0.2500	0.0000	85.00	35.98	4.44	9.8065	7.091	51.130	35.672
120	1.190	1231.20	56000.0	51.976	0.1528	0.3000	0.00	82.09	0.2500	0.0000	85.00	36.50	4.51	9.8065	7.153	51.482	35.678
121	1.200	1231.00	56000.0	52.333	0.1539	0.3000	0.00	82.07	0.2500	0.0000	85.00	37.01	4.58	9.8065	7.216	51.833	35.684
122	1.210	1230.80	56000.0	52.690	0.1549	0.3000	0.00	82.06	0.2500	0.0000	85.00	37.53	4.65	9.8065	7.278	52.185	35.691
123	1.220	1230.60	56000.0	53.047	0.1560	0.3000	0.00	82.05	0.2500	0.0000	85.00	38.06	4.73	9.8065	7.341	52.537	35.697
124	1.230	1230.40	56000.0	53.404	0.1570	0.3000	0.00	82.03	0.2500	0.0000	85.00	38.59	4.80	9.8065	7.404	52.888	35.704
125	1.240	1230.20	56000.0	53.761	0.1581	0.3000	0.00	82.02	0.2500	0.0000	85.00	39.12	4.88	9.8065	7.467	53.240	35.710
126	1.250	1230.00	56000.0	54.118	0.1591	0.3000	0.00	82.00	0.2500	0.0000	85.00	39.65	4.95	9.8065	7.530	53.592	35.717
127	1.260	1229.80	56000.0	54.475	0.1602	0.3000	0.00	81.99	0.2500	0.0000	85.00	40.19	5.03	9.8065	7.593	53.944	35.723
128	1.270	1229.60	56000.0	54.833	0.1612	0.3000	0.00	81.97	0.2500	0.0000	85.00	40.73	5.10	9.8065	7.657	54.296	35.729
129	1.280	1229.40	56000.0	55.190	0.1623	0.3000	0.00	81.96	0.2500	0.0000	85.00	41.27	5.18	9.8065	7.720	54.647	35.736
130	1.290	1229.20	56000.0	55.547	0.1633	0.3000	0.00	81.94	0.2500	0.0000	85.00	41.82	5.26	9.8065	7.784	54.999	35.742
131	1.300	1229.00	56000.0	55.905	0.1644	0.3000	0.00	81.93	0.2500	0.0000	85.00	42.37	5.33	9.8065	7.848	55.351	35.749
132	1.310	1228.80	56000.0	56.262	0.1654	0.3000	0.00	81.92	0.2500	0.0000	85.00	42.93	5.41	9.8065	7.912	55.703	35.755
133	1.320	1228.60	56000.0	56.620	0.1665	0.3000	0.00	81.90	0.2500	0.0000	85.00	43.49	5.49	9.8065	7.976	56.055	35.761
134	1.330	1228.40	56000.0	56.978	0.1675	0.3000	0.00	81.89	0.2500	0.0000	85.00	44.05	5.57	9.8065	8.040	56.408	35.768
135	1.340	1228.20	56000.0	57.335	0.1686	0.3000	0.00	81.87	0.2500	0.0000	85.00	44.62	5.65	9.8065	8.104	56.760	35.774
136	1.350	1228.00	56000.0	57.693	0.1696	0.3000	0.00	81.86	0.2500	0.0000	85.00	45.19	5.74	9.8065	8.168	57.112	35.780
137	1.360	1227.80	56000.0	58.051	0.1707	0.3000	0.00	81.85	0.2500	0.0000	85.00	45.76	5.82	9.8065	8.233	57.464	35.787
138	1.370	1227.60	56000.0	58.409	0.1717	0.3000	0.00	81.83	0.2500	0.0000	85.00	46.33	5.90	9.8065	8.297	57.817	35.793
139	1.380	1227.40	56000.0	58.767	0.1728	0.3000	0.00	81.82	0.2500	0.0000	85.00	46.91	5.98	9.8065	8.362	58.169	35.799
140	1.390	1227.20	56000.0	59.125	0.1738	0.3000	0.00	81.81	0.2500	0.0000	85.00	47.50	6.07	9.8065	8.427	58.521	35.806
141	1.400	1227.00	56000.0	59.483	0.1749	0.3000	0.00	81.79	0.2500	0.0000	85.00	48.08	6.15	9.8065	8.492	58.874	35.812
142	1.410	1226.80	56000.0	59.841	0.1759	0.3000	0.00	81.78	0.2500	0.0000	85.00	48.68	6.24	9.8065	8.557	59.226	35.818
143	1.420	1226.60	56000.0	60.199	0.1770	0.3000	0.00	81.77	0.2500	0.0000	85.00	49.27	6.32	9.8065	8.622	59.579	35.824
144	1.430	1226.40	56000.0	60.558	0.1781	0.3000	0.00	81.75	0.2500	0.0000	85.00	49.87	6.41	9.8065	8.687	59.931	35.831
145	1.440	1226.20	56000.0	60.916	0.1791	0.3000	0.00	81.74	0.2500	0.0000	85.00	50.47	6.50	9.8065	8.753	60.284	35.837
146	1.450	1226.00	56000.0	61.274	0.1802	0.3000	0.00	81.73	0.2500	0.0000	85.00	51.07	6.58	9.8065	8.818	60.636	35.843
147	1.460	1225.80	56000.0	61.633	0.1812	0.3000	0.00	81.71	0.2500	0.0000	85.00	51.68	6.67	9.8065	8.884	60.989	35.849
148	1.470	1225.60	56000.0	61.991	0.1823	0.3000	0.00	81.70	0.2500	0.0000	85.00	52.29	6.76	9.8065	8.949	61.342	35.856
149	1.480	1225.40	56000.0	62.350	0.1833	0.3000	0.00	81.69	0.2500	0.0000	85.00	52.91	6.85	9.8065	9.015	61.695	35.862
150	1.490	1225.20	56000.0	62.709	0.1844	0.3000	0.00	81.67	0.2500	0.0000	85.00	53.53	6.94	9.8065	9.081	62.048	35.868
151	1.500	1225.00	56000.0	63.067	0.1854	0.3000	0.00	81.66	0.2500	0.0000	85.00	54.15	7.03	9.8065	9.147	62.400	35.874
152	1.510	1224.80	56000.0	63.426	0.1865	0.3000	0.00	81.65	0.2500	0.0000	85.00	54.77	7.13	9.8065	9.213	62.753	35.881
153	1.520	1224.60	56000.0	63.785	0.1876	0.3000	0.00	81.63	0.2500	0.0000	85.00	55.40	7.22	9.8065	9.280	63.106	35.887
154	1.530	1224.40	56000.0	64.144	0.1886	0.3000	0.00	81.62	0.2500	0.0000	85.00	56.04	7.31	9.8065	9.346	63.459	35.893
155	1.540	1224.20	56000.0	64.503	0.1897	0.3000	0.00	81.61	0.2500	0.0000	85.00	56.67	7.40	9.8065	9.412	63.812	35.899
156	1.550	1224.00	56000.0	64.862	0.1907	0.3000	0.00	81.60	0.2500	0.0000	85.00	57.31	7.50	9.8065	9.479	64.165	35.905
157	1.560	1223.80	56000.0	65.221	0.1918	0.3000	0.00	81.58	0.2500	0.0000	85.00	57.96	7.59	9.8065	9.546	64.518	35.912
158	1.570	1223.60	56000.0	65.580	0.1928	0.3000	0.00	81.57	0.2500	0.0000	85.00	58.60	7.69	9.8065	9.613	64.872	35.918
159	1.580	1223.40	56000.0	65.939	0.1939	0.3000	0.00	81.56	0.2500	0.0000	85.00	59.25	7.79	9.8065	9.679	65.225	35.924
160	1.590	1223.20	56000.0	66.298	0.1950	0.3000	0.00	81.55	0.2500	0.0000	85.00	59.91	7.88	9.8065	9.746	65.578	35.930
161	1.600	1223.00	56000.0	66.658	0.1960	0.3000	0.00	81.53	0.2500	0.0000	85.00	60.57	7.98	9.8065	9.814	65.931	35.936
162	1.610	1222.80	56000.0	67.017	0.1971	0.3000	0.00	81.52	0.2500	0.0000	85.00	61.23	8.08	9.8065	9.881	66.285	35.942
163	1.620	1222.60	56000.0	67.377	0.1981	0.3000	0.00	81.51	0.2500	0.0000	85.00	61.89	8.18	9.8065	9.948	66.638	35.948
164	1.630	1222.40	56000.0	67.736	0.1992	0.3000	0.00	81.50	0.2500	0.0000	85.00	62.56	8.28	9.8065	10.016	66.992	35.954
165	1.640	1222.20	56000.0	68.096	0.2003	0.3000	0.00	81.48	0.2500	0.0000	85.00	63.23	8.38	9.8065	10.083	67.345	35.961
166	1.650	1222.00	56000.0	68.455	0.2013	0.3000	0.00	81.47	0.2500	0.0000	85.00	63.91	8.48	9.8065	10.151	67.699	35.967
167	1.660	1221.80	56000.0	68.815	0.2024	0.3000	0.00	81.46	0.2500	0.0000	85.00	64.58	8.58	9.8065	10.219	68.052	35.973
168	1.670	1221.60	56000.0	69.175	0.2034	0.3000	0.00	81.45	0.2500	0.0000	85.00	65.27	8.68	9.8064	10.287	68.406	35.979
169	1.680	1221.40	56000.0	69.535	0.2045	0.3000	0.00	81.44	0.2500	0.0000	85.00	65.95	8.79	9.8064	10.354	68.759	35.985
170	1.690	1221.20	56000.0	69.895	0.2055	0.3000	0.00	81.42	0.2500	0.0000	85.00	66.64	8.89	9.8064	10.423	69.113	35.991
171	1.700	1221.00	56000.0	70.254	0.2066	0.3000	0.00	81.41	0.2500	0.0000	85.00	67.34	9.00	9.8064	10.491	69.467	35.997
172	1.710	1220.80	56000.0	70.614	0.2077	0.3000	0.00	81.40	0.2500	0.0000	85.00	68.03	9.10	9.8064	10.559	69.821	36.003
173	1.720	1220.60	56000.0	70.975	0.2087	0.3000	0.00	81.39	0.2500	0.0000	85.00	68.73	9.21	9.8064	10.627	70.174	36.009
174	1.730	1220.40	56000.0	71.335	0.2098	0.3000	0.00	81.38	0.2500	0.0000	85.00	69.43	9.31	9.8064	10.696	70.528	36.015
175	1.740	1220.20	56000.0	71.695	0.2109	0.3000	0.00	81.36	0.2500	0.0000	85.00	70.14	9.42	9.8064	10.764	70.882	36.021
176	1.750	1220.00	56000.0	72.055	0.2119	0.3000	0.00	81.35	0.2500	0.0000	85.00	70.85	9.53	9.8064	10.833	71.236	36.027
177	1.760	1219.80	56000.0	72.415	0.2130	0.3000	0.00	81.34	0.2500	0.0000	85.00	71.57	9.64	9.8064	10.902	71.590	36.033
178	1.770	1219.60	56000.0	72.776	0.2140	0.3000	0.00	81.33	0.2500	0.0000	85.00	72.28	9.75	9.8064	10.971	71.944	36.039
