x(m)	V(m/s)
2.16	37.935
2.16	37.970
2.17	38.005
2.17	38.041
2.18	38.076
2.18	38.112
2.19	38.147
2.19	38.182
2.20	38.218
2.20	38.253
2.20	38.289
2.21	38.324
2.21	38.360
2.22	38.395
2.22	38.430
2.23	38.466
2.23	38.501
2.24	38.537
2.24	38.572
2.25	38.608
2.25	38.643
2.26	38.678
2.26	38.714
2.27	38.749
2.27	38.785
2.28	38.820
2.28	38.856
2.29	38.891
2.29	38.926
2.30	38.962
2.30	38.997
2.31	39.033
2.31	39.068
2.32	39.104
2.32	39.139
2.33	39.175
2.33	39.210
2.34	39.245
2.34	39.281
2.35	39.316
2.35	39.352
2.36	39.387
2.36	39.423
2.37	39.458
2.37	39.493
2.38	39.529
2.38	39.564
2.39	39.600
2.39	39.635
2.40	39.671
2.40	39.706
2.41	39.742
2.41	39.777
2.42	39.813
2.42	39.848
2.43	39.883
2.43	39.919
2.44	39.954
2.44	39.990
2.45	40.025
2.45	40.061
2.46	40.096
2.46	40.132
2.47	40.167
2.47	40.203
2.48	40.238
2.49	40.273
2.49	40.309
2.50	40.344
2.50	40.380
2.51	40.415
2.51	40.451
2.52	40.486
2.52	40.522
2.53	40.557
2.53	40.593
2.54	40.628
2.54	40.664
2.55	40.699
2.55	40.735
2.56	40.770
2.56	40.805
2.57	40.841
2.57	40.876
2.58	40.912
2.58	40.947
2.59	40.983
2.59	41.018
2.60	41.054
2.61	41.089
2.61	41.125
2.62	41.160
2.62	41.196
2.63	41.231
2.63	41.267
2.64	41.302
2.64	41.338
2.65	41.373
2.65	41.409
2.66	41.444
2.66	41.480
2.67	41.515
2.67	41.551
2.68	41.586
2.69	41.621
2.69	41.657
2.70	41.692
2.70	41.728
2.71	41.763
2.71	41.799
2.72	41.834
2.72	41.870
2.73	41.905
2.73	41.941
2.74	41.976
2.75	42.012
2.75	42.047
2.76	42.083
2.76	42.118
2.77	42.154
2.77	42.189
2.78	42.225
2.78	42.260
2.79	42.296
2.79	42.331
2.80	42.367
2.81	42.402
2.81	42.438
2.82	42.473
2.82	42.509
2.83	42.544
2.83	42.580
2.84	42.615
2.84	42.651
2.85	42.686
2.86	42.722
2.86	42.757
2.87	42.793
2.87	42.828
2.88	42.864
2.88	42.899
2.89	42.935
2.89	42.970
2.90	43.006
2.91	43.041
2.91	43.077
2.92	43.112
2.92	43.148
2.93	43.184
2.93	43.219
2.94	43.255
2.95	43.290
2.95	43.326
2.96	43.361
2.96	43.397
2.97	43.432
2.97	43.468
2.98	43.503
2.99	43.539
2.99	43.574
3.00	43.610
3.00	43.645
3.01	43.681
3.01	43.716
3.02	43.752
3.03	43.787
3.03	43.823
3.04	43.858
3.04	43.894
3.05	43.930
3.05	43.965
3.06	44.001
3.07	44.036
3.07	44.072
3.08	44.107
3.08	44.143
3.09	44.178
3.09	44.214
3.10	44.249
3.11	44.285
3.11	44.320
3.12	44.356
3.12	44.391
3.13	44.427
3.14	44.463
3.14	44.498
3.15	44.534
3.15	44.569
3.16	44.605
3.16	44.640
3.17	44.676
3.18	44.711
3.18	44.747
3.19	44.782
3.19	44.818
3.20	44.854
3.21	44.889
3.21	44.925
3.22	44.960
3.22	44.996
3.23	45.031
3.24	45.067
3.24	45.102
3.25	45.138
3.25	45.173
3.26	45.209
3.27	45.245
3.27	45.280
3.28	45.316
3.28	45.351
3.29	45.387
3.30	45.422
3.30	45.458
3.31	45.493
3.31	45.529
3.32	45.565
3.33	45.600
3.33	45.636
3.34	45.671
3.34	45.707
3.35	45.742
3.36	45.778
3.36	45.814
3.37	45.849
3.37	45.885
3.38	45.920
3.39	45.956
3.39	45.991
3.40	46.027
3.41	46.062
3.41	46.098
3.42	46.134
3.42	46.169
3.43	46.205
3.44	46.240
3.44	46.276
3.45	46.311
3.45	46.347
3.46	46.383
3.47	46.418
3.47	46.454
3.48	46.489
3.49	46.525
3.49	46.561
3.50	46.596
3.50	46.632
3.51	46.667
3.52	46.703
3.52	46.738
3.53	46.774
3.54	46.810
3.54	46.845
3.55	46.881
3.55	46.916
3.56	46.952
3.57	46.988
3.57	47.023
3.58	47.059
3.59	47.094
3.59	47.130
3.60	47.165
3.60	47.201
3.61	47.237
3.62	47.272
3.62	47.308
3.63	47.343
3.64	47.379
3.64	47.415
3.65	47.450
3.66	47.486
3.66	47.521
3.67	47.557
3.67	47.593
3.68	47.628
3.69	47.664
3.69	47.699
3.70	47.735
3.71	47.771
3.71	47.806
3.72	47.842
3.73	47.877
3.73	47.913
3.74	47.949
3.75	47.984
3.75	48.020
3.76	48.055
3.76	48.091
3.77	48.127
3.78	48.162
3.78	48.198
3.79	48.233
3.80	48.269
3.80	48.305
3.81	48.340
3.82	48.376
3.82	48.412
3.83	48.447
3.84	48.483
3.84	48.518
3.85	48.554
3.86	48.590
3.86	48.625
3.87	48.661
3.88	48.696
3.88	48.732
3.89	48.768
3.90	48.803
3.90	48.839
3.91	48.875
3.92	48.910
3.92	48.946
3.93	48.981
3.94	49.017
3.94	49.053
3.95	49.088
3.96	49.124
3.96	49.160
3.97	49.195
3.98	49.231
3.98	49.266
3.99	49.302
4.00	49.338
4.00	49.373
4.01	49.409
4.02	49.445
4.02	49.480
4.03	49.516
4.04	49.551
4.04	49.587
4.05	49.623
4.06	49.658
4.06	49.694
4.07	49.730
4.08	49.765
4.08	49.801
4.09	49.837
4.10	49.872
4.10	49.908
4.11	49.943
4.12	49.979
4.12	50.015
4.13	50.050
4.14	50.086
4.14	50.122
4.15	50.157
4.16	50.193
4.16	50.229
4.17	50.264
4.18	50.300
4.19	50.336
4.19	50.371
4.20	50.407
4.21	50.442
4.21	50.478
4.22	50.514
4.23	50.549
4.23	50.585
4.24	50.621
4.25	50.656
4.25	50.692
4.26	50.728
4.27	50.763
4.27	50.799
4.28	50.835
4.29	50.870
4.30	50.906
4.30	50.942
4.31	50.977
4.32	51.013
4.32	51.049
4.33	51.084
4.34	51.120
4.34	51.156
4.35	51.191
4.36	51.227
4.37	51.263
4.37	51.298
4.38	51.334
4.39	51.370
4.39	51.405
4.40	51.441
4.41	51.477
4.42	51.512
4.42	51.548
4.43	51.584
4.44	51.619
4.44	51.655
4.45	51.691
4.46	51.726
4.46	51.762
4.47	51.798
4.48	51.833
4.49	51.869
4.49	51.905
4.50	51.940
4.51	51.976
4.51	52.012
4.52	52.047
4.53	52.083
4.54	52.119
4.54	52.154
4.55	52.190
4.56	52.226
4.56	52.261
4.57	52.297
4.58	52.333
4.59	52.369
4.59	52.404
4.60	52.440
4.61	52.476
4.62	52.511
4.62	52.547
4.63	52.583
4.64	52.618
4.64	52.654
4.65	52.690
4.66	52.725
4.67	52.761
4.67	52.797
4.68	52.832
4.69	52.868
4.70	52.904
4.70	52.940
4.71	52.975
4.72	53.011
4.72	53.047
4.73	53.082
4.74	53.118
4.75	53.154
4.75	53.189
4.76	53.225
4.77	53.261
4.78	53.297
4.78	53.332
4.79	53.368
4.80	53.404
4.81	53.439
4.81	53.475
4.82	53.511
4.83	53.546
4.84	53.582
4.84	53.618
4.85	53.654
4.86	53.689
4.87	53.725
4.87	53.761
4.88	53.796
4.89	53.832
4.90	53.868
4.90	53.904
4.91	53.939
4.92	53.975
4.93	54.011
4.93	54.046
4.94	54.082
4.95	54.118
4.96	54.154
4.96	54.189
4.97	54.225
4.98	54.261
4.99	54.296
4.99	54.332
5.00	54.368
5.01	54.404
5.02	54.439
5.02	54.475
5.03	54.511
5.04	54.547
5.05	54.582
5.05	54.618
5.06	54.654
5.07	54.689
5.08	54.725
5.08	54.761
5.09	54.797
5.10	54.832
5.11	54.868
5.12	54.904
5.12	54.940
5.13	54.975
5.14	55.011
5.15	55.047
5.15	55.082
5.16	55.118
5.17	55.154
5.18	55.190
5.18	55.225
5.19	55.261
5.20	55.297
5.21	55.333
5.22	55.368
5.22	55.404
5.23	55.440
5.24	55.476
5.25	55.511
5.25	55.547
5.26	55.583
5.27	55.619
5.28	55.654
5.29	55.690
5.29	55.726
5.30	55.761
5.31	55.797
5.32	55.833
5.32	55.869
5.33	55.904
5.34	55.940
5.35	55.976
5.36	56.012
5.36	56.047
5.37	56.083
5.38	56.119
5.39	56.155
5.40	56.190
5.40	56.226
5.41	56.262
5.42	56.298
5.43	56.334
5.43	56.369
5.44	56.405
5.45	56.441
5.46	56.477
5.47	56.512
5.47	56.548
5.48	56.584
5.49	56.620
5.50	56.655
5.51	56.691
5.51	56.727
5.52	56.763
5.53	56.798
5.54	56.834
5.55	56.870
5.55	56.906
5.56	56.941
5.57	56.977
5.58	57.013
5.59	57.049
5.59	57.085
5.60	57.120
5.61	57.156
5.62	57.192
5.63	57.228
5.64	57.263
5.64	57.299
5.65	57.335
5.66	57.371
5.67	57.406
5.68	57.442
5.68	57.478
5.69	57.514
5.70	57.550
5.71	57.585
5.72	57.621
5.72	57.657
5.73	57.693
5.74	57.728
5.75	57.764
5.76	57.800
5.77	57.836
5.77	57.872
5.78	57.907
5.79	57.943
5.80	57.979
5.81	58.015
5.81	58.051
5.82	58.086
5.83	58.122
5.84	58.158
5.85	58.194
5.86	58.229
5.86	58.265
5.87	58.301
5.88	58.337
5.89	58.373
5.90	58.408
5.91	58.444
5.91	58.480
5.92	58.516
5.93	58.552
5.94	58.587
5.95	58.623
5.96	58.659
5.96	58.695
5.97	58.731
5.98	58.766
5.99	58.802
6.00	58.838
6.01	58.874
6.01	58.910
6.02	58.945
6.03	58.981
6.04	59.017
6.05	59.053
6.06	59.089
6.06	59.124
6.07	59.160
6.08	59.196
6.09	59.232
6.10	59.268
6.11	59.303
6.12	59.339
6.12	59.375
6.13	59.411
6.14	59.447
6.15	59.482
6.16	59.518
6.17	59.554
6.17	59.590
6.18	59.626
6.19	59.662
6.20	59.697
6.21	59.733
6.22	59.769
6.23	59.805
6.23	59.841
6.24	59.876
6.25	59.912
6.26	59.948
6.27	59.984
6.28	60.020
6.29	60.056
6.29	60.091
6.30	60.127
6.31	60.163
6.32	60.199
6.33	60.235
6.34	60.270
6.35	60.306
6.35	60.342
6.36	60.378
6.37	60.414
6.38	60.450
6.39	60.485
6.40	60.521
6.41	60.557
6.42	60.593
6.42	60.629
6.43	60.665
6.44	60.700
6.45	60.736
6.46	60.772
6.47	60.808
6.48	60.844
6.49	60.880
6.49	60.915
6.50	60.951
6.51	60.987
6.52	61.023
6.53	61.059
6.54	61.095
6.55	61.130
6.56	61.166
6.56	61.202
6.57	61.238
6.58	61.274
6.59	61.310
6.60	61.346
6.61	61.381
6.62	61.417
6.63	61.453
6.63	61.489
6.64	61.525
6.65	61.561
6.66	61.596
6.67	61.632
6.68	61.668
6.69	61.704
6.70	61.740
6.71	61.776
6.71	61.812
6.72	61.847
6.73	61.883
6.74	61.919
6.75	61.955
6.76	61.991
6.77	62.027
6.78	62.063
6.79	62.098
6.80	62.134
6.80	62.170
6.81	62.206
6.82	62.242
6.83	62.278
6.84	62.314
6.85	62.349
6.86	62.385
6.87	62.421
6.88	62.457
6.89	62.493
6.89	62.529
6.90	62.565
6.91	62.600
6.92	62.636
6.93	62.672
6.94	62.708
6.95	62.744
6.96	62.780
6.97	62.816
6.98	62.852
6.99	62.887
6.99	62.923
7.00	62.959
7.01	62.995
7.02	63.031
7.03	63.067
7.04	63.103
7.05	63.139
7.06	63.174
7.07	63.210
7.08	63.246
7.09	63.282
7.10	63.318
7.10	63.354
7.11	63.390
7.12	63.426
7.13	63.461
7.14	63.497
7.15	63.533
7.16	63.569
7.17	63.605
7.18	63.641
7.19	63.677
7.20	63.713
7.21	63.749
7.22	63.784
7.22	63.820
7.23	63.856
7.24	63.892
7.25	63.928
7.26	63.964
7.27	64.000
7.28	64.036
7.29	64.072
7.30	64.107
7.31	64.143
7.32	64.179
7.33	64.215
7.34	64.251
7.35	64.287
7.36	64.323
7.36	64.359
7.37	64.395
7.38	64.430
7.39	64.466
7.40	64.502
7.41	64.538
7.42	64.574
7.43	64.610
7.44	64.646
7.45	64.682
7.46	64.718
7.47	64.754
7.48	64.789
7.49	64.825
7.50	64.861
7.51	64.897
7.52	64.933
7.52	64.969
7.53	65.005
7.54	65.041
7.55	65.077
7.56	65.113
7.57	65.149
7.58	65.184
7.59	65.220
7.60	65.256
7.61	65.292
7.62	65.328
7.63	65.364
7.64	65.400
7.65	65.436
7.66	65.472
7.67	65.508
7.68	65.544
7.69	65.579
7.70	65.615
7.71	65.651
7.72	65.687
7.73	65.723
7.74	65.759
7.75	65.795
7.75	65.831
7.76	65.867
7.77	65.903
7.78	65.939
7.79	65.975
7.80	66.011
7.81	66.046
7.82	66.082
7.83	66.118
7.84	66.154
7.85	66.190
7.86	66.226
7.87	66.262
7.88	66.298
7.89	66.334
7.90	66.370
7.91	66.406
7.92	66.442
7.93	66.478
7.94	66.514
7.95	66.549
7.96	66.585
7.97	66.621
7.98	66.657
7.99	66.693
8.00	66.729
8.01	66.765
8.02	66.801
8.03	66.837
8.04	66.873
8.05	66.909
8.06	66.945
8.07	66.981
8.08	67.017
8.09	67.053
8.10	67.089
8.11	67.125
8.12	67.160
8.13	67.196
8.14	67.232
8.15	67.268
8.16	67.304
8.17	67.340
8.18	67.376
8.19	67.412
8.20	67.448
8.21	67.484
8.22	67.520
8.23	67.556
8.24	67.592
8.25	67.628
8.26	67.664
8.27	67.700
8.28	67.736
8.29	67.772
8.30	67.808
8.31	67.844
8.32	67.879
8.33	67.915
8.34	67.951
8.35	67.987
8.36	68.023
8.37	68.059
8.38	68.095
8.39	68.131
8.40	68.167
8.41	68.203
8.42	68.239
8.43	68.275
8.44	68.311
8.45	68.347
8.46	68.383
8.47	68.419
8.48	68.455
8.49	68.491
8.50	68.527
8.51	68.563
8.52	68.599
8.53	68.635
8.54	68.671
8.55	68.707
8.56	68.743
8.57	68.779
8.58	68.815
8.59	68.851
8.60	68.886
8.61	68.922
8.62	68.958
8.63	68.994
8.64	69.030
8.65	69.066
8.66	69.102
8.67	69.138
8.68	69.174
8.69	69.210
8.70	69.246
8.71	69.282
8.72	69.318
8.73	69.354
8.74	69.390
8.75	69.426
8.76	69.462
8.77	69.498
8.79	69.534
8.80	69.570
8.81	69.606
8.82	69.642
8.83	69.678
8.84	69.714
8.85	69.750
8.86	69.786
8.87	69.822
8.88	69.858
8.89	69.894
8.90	69.930
8.91	69.966
8.92	70.002
8.93	70.038
8.94	70.074
8.95	70.110
8.96	70.146
8.97	70.182
8.98	70.218
8.99	70.254
9.00	70.290
9.01	70.326
9.03	70.362
9.04	70.398
9.05	70.434
9.06	70.470
9.07	70.506
9.08	70.542
9.09	70.578
9.10	70.614
9.11	70.650
9.12	70.686
9.13	70.722
9.14	70.758
9.15	70.794
9.16	70.830
9.17	70.866
9.18	70.902
9.19	70.938
9.20	70.974
9.22	71.010
9.23	71.046
9.24	71.082
9.25	71.118
9.26	71.154
9.27	71.190
9.28	71.226
9.29	71.262
9.30	71.298
9.31	71.334
9.32	71.370
9.33	71.406
9.34	71.442
9.35	71.478
9.37	71.514
9.38	71.550
9.39	71.586
9.40	71.622
9.41	71.658
9.42	71.694
9.43	71.730
9.44	71.766
9.45	71.802
9.46	71.838
9.47	71.874
9.48	71.910
