x(m)	theta_c(grad)
1.44	83.072
1.45	83.070
1.45	83.068
1.45	83.066
1.46	83.064
1.46	83.062
1.47	83.060
1.47	83.057
1.47	83.055
1.48	83.053
1.48	83.051
1.49	83.049
1.49	83.047
1.49	83.045
1.50	83.043
1.50	83.041
1.51	83.039
1.51	83.037
1.51	83.034
1.52	83.032
1.52	83.030
1.53	83.028
1.53	83.026
1.53	83.024
1.54	83.022
1.54	83.020
1.55	83.018
1.55	83.016
1.55	83.014
1.56	83.012
1.56	83.010
1.57	83.008
1.57	83.005
1.57	83.003
1.58	83.001
1.58	82.999
1.59	82.997
1.59	82.995
1.59	82.993
1.60	82.991
1.60	82.989
1.61	82.987
1.61	82.985
1.61	82.983
1.62	82.981
1.62	82.979
1.63	82.977
1.63	82.975
1.63	82.973
1.64	82.971
1.64	82.969
1.65	82.967
1.65	82.965
1.66	82.963
1.66	82.961
1.66	82.959
1.67	82.957
1.67	82.954
1.68	82.952
1.68	82.950
1.68	82.948
1.69	82.946
1.69	82.944
1.70	82.942
1.70	82.940
1.71	82.938
1.71	82.936
1.71	82.934
1.72	82.932
1.72	82.930
1.73	82.928
1.73	82.926
1.74	82.924
1.74	82.922
1.74	82.920
1.75	82.918
1.75	82.916
1.76	82.914
1.76	82.912
1.77	82.910
1.77	82.908
1.77	82.906
1.78	82.904
1.78	82.902
1.79	82.900
1.79	82.898
1.80	82.896
1.80	82.895
1.80	82.893
1.81	82.891
1.81	82.889
1.82	82.887
1.82	82.885
1.83	82.883
1.83	82.881
1.84	82.879
1.84	82.877
1.84	82.875
1.85	82.873
1.85	82.871
1.86	82.869
1.86	82.867
1.87	82.865
1.87	82.863
1.88	82.861
1.88	82.859
1.88	82.857
1.89	82.855
1.89	82.853
1.90	82.851
1.90	82.849
1.91	82.847
1.91	82.846
1.92	82.844
1.92	82.842
1.92	82.840
1.93	82.838
1.93	82.836
1.94	82.834
1.94	82.832
1.95	82.830
1.95	82.828
1.96	82.826
1.96	82.824
1.97	82.822
1.97	82.820
1.97	82.819
1.98	82.817
1.98	82.815
1.99	82.813
1.99	82.811
2.00	82.809
2.00	82.807
2.01	82.805
2.01	82.803
2.02	82.801
2.02	82.799
2.02	82.797
2.03	82.796
2.03	82.794
2.04	82.792
2.04	82.790
2.05	82.788
2.05	82.786
2.06	82.784
2.06	82.782
2.07	82.780
2.07	82.778
2.08	82.777
2.08	82.775
2.09	82.773
2.09	82.771
2.09	82.769
2.10	82.767
2.10	82.765
2.11	82.763
2.11	82.761
2.12	82.760
2.12	82.758
2.13	82.756
2.13	82.754
2.14	82.752
2.14	82.750
2.15	82.748
2.15	82.746
2.16	82.745
2.16	82.743
2.17	82.741
2.17	82.739
2.18	82.737
2.18	82.735
2.19	82.733
2.19	82.731
2.20	82.730
2.20	82.728
2.20	82.726
2.21	82.724
2.21	82.722
2.22	82.720
2.22	82.718
2.23	82.717
2.23	82.715
2.24	82.713
2.24	82.711
2.25	82.709
2.25	82.707
2.26	82.706
2.26	82.704
2.27	82.702
2.27	82.700
2.28	82.698
2.28	82.696
2.29	82.694
2.29	82.693
2.30	82.691
2.30	82.689
2.31	82.687
2.31	82.685
2.32	82.683
2.32	82.682
2.33	82.680
2.33	82.678
2.34	82.676
2.34	82.674
2.35	82.673
2.35	82.671
2.36	82.669
2.36	82.667
2.37	82.665
2.37	82.663
2.38	82.662
2.38	82.660
2.39	82.658
2.39	82.656
2.40	82.654
2.40	82.653
2.41	82.651
2.41	82.649
2.42	82.647
2.42	82.645
2.43	82.643
2.43	82.642
2.44	82.640
2.44	82.638
2.45	82.636
2.45	82.634
2.46	82.633
2.46	82.631
2.47	82.629
2.47	82.627
2.48	82.625
2.49	82.624
2.49	82.622
2.50	82.620
2.50	82.618
2.51	82.617
2.51	82.615
2.52	82.613
2.52	82.611
2.53	82.609
2.53	82.608
2.54	82.606
2.54	82.604
2.55	82.602
2.55	82.601
2.56	82.599
2.56	82.597
2.57	82.595
2.57	82.593
2.58	82.592
2.58	82.590
2.59	82.588
2.59	82.586
2.60	82.585
2.61	82.583
2.61	82.581
2.62	82.579
2.62	82.578
2.63	82.576
2.63	82.574
2.64	82.572
2.64	82.570
2.65	82.569
2.65	82.567
2.66	82.565
2.66	82.563
2.67	82.562
2.67	82.560
2.68	82.558
2.69	82.556
2.69	82.555
2.70	82.553
2.70	82.551
2.71	82.549
2.71	82.548
2.72	82.546
2.72	82.544
2.73	82.542
2.73	82.541
2.74	82.539
2.75	82.537
2.75	82.536
2.76	82.534
2.76	82.532
2.77	82.530
2.77	82.529
2.78	82.527
2.78	82.525
2.79	82.523
2.79	82.522
2.80	82.520
2.81	82.518
2.81	82.516
2.82	82.515
2.82	82.513
2.83	82.511
2.83	82.510
2.84	82.508
2.84	82.506
2.85	82.504
2.86	82.503
2.86	82.501
2.87	82.499
2.87	82.498
2.88	82.496
2.88	82.494
2.89	82.492
2.89	82.491
2.90	82.489
2.91	82.487
2.91	82.486
2.92	82.484
2.92	82.482
2.93	82.480
2.93	82.479
2.94	82.477
2.95	82.475
2.95	82.474
2.96	82.472
2.96	82.470
2.97	82.469
2.97	82.467
2.98	82.465
2.99	82.464
2.99	82.462
3.00	82.460
3.00	82.458
3.01	82.457
3.01	82.455
3.02	82.453
3.03	82.452
3.03	82.450
3.04	82.448
3.04	82.447
3.05	82.445
3.05	82.443
3.06	82.442
3.07	82.440
3.07	82.438
3.08	82.437
3.08	82.435
3.09	82.433
3.09	82.432
3.10	82.430
3.11	82.428
3.11	82.426
3.12	82.425
3.12	82.423
3.13	82.421
3.14	82.420
3.14	82.418
3.15	82.416
3.15	82.415
3.16	82.413
3.16	82.411
3.17	82.410
3.18	82.408
3.18	82.407
3.19	82.405
3.19	82.403
3.20	82.402
3.21	82.400
3.21	82.398
3.22	82.397
3.22	82.395
3.23	82.393
3.24	82.392
3.24	82.390
3.25	82.388
3.25	82.387
3.26	82.385
3.27	82.383
3.27	82.382
3.28	82.380
3.28	82.378
3.29	82.377
3.30	82.375
3.30	82.374
3.31	82.372
3.31	82.370
3.32	82.369
3.33	82.367
3.33	82.365
3.34	82.364
3.34	82.362
3.35	82.360
3.36	82.359
3.36	82.357
3.37	82.356
3.37	82.354
3.38	82.352
3.39	82.351
3.39	82.349
3.40	82.347
3.41	82.346
3.41	82.344
3.42	82.342
3.42	82.341
3.43	82.339
3.44	82.338
3.44	82.336
3.45	82.334
3.45	82.333
3.46	82.331
3.47	82.330
3.47	82.328
3.48	82.326
3.49	82.325
3.49	82.323
3.50	82.321
3.50	82.320
3.51	82.318
3.52	82.317
3.52	82.315
3.53	82.313
3.54	82.312
3.54	82.310
3.55	82.309
3.55	82.307
3.56	82.305
3.57	82.304
3.57	82.302
3.58	82.301
3.59	82.299
3.59	82.297
3.60	82.296
3.60	82.294
3.61	82.293
3.62	82.291
3.62	82.289
3.63	82.288
3.64	82.286
3.64	82.285
3.65	82.283
3.66	82.281
3.66	82.280
3.67	82.278
3.67	82.277
3.68	82.275
3.69	82.274
3.69	82.272
3.70	82.270
3.71	82.269
3.71	82.267
3.72	82.266
3.73	82.264
3.73	82.262
3.74	82.261
3.75	82.259
3.75	82.258
3.76	82.256
3.76	82.255
3.77	82.253
3.78	82.251
3.78	82.250
3.79	82.248
3.80	82.247
3.80	82.245
3.81	82.244
3.82	82.242
3.82	82.240
3.83	82.239
3.84	82.237
3.84	82.236
3.85	82.234
3.86	82.233
3.86	82.231
3.87	82.229
3.88	82.228
3.88	82.226
3.89	82.225
3.90	82.223
3.90	82.222
3.91	82.220
3.92	82.219
3.92	82.217
3.93	82.215
3.94	82.214
3.94	82.212
3.95	82.211
3.96	82.209
3.96	82.208
3.97	82.206
3.98	82.205
3.98	82.203
3.99	82.201
4.00	82.200
4.00	82.198
4.01	82.197
4.02	82.195
4.02	82.194
4.03	82.192
4.04	82.191
4.04	82.189
4.05	82.188
4.06	82.186
4.06	82.185
4.07	82.183
4.08	82.181
4.08	82.180
4.09	82.178
4.10	82.177
4.10	82.175
4.11	82.174
4.12	82.172
4.12	82.171
4.13	82.169
4.14	82.168
4.14	82.166
4.15	82.165
4.16	82.163
4.16	82.162
4.17	82.160
4.18	82.158
4.19	82.157
4.19	82.155
4.20	82.154
4.21	82.152
4.21	82.151
4.22	82.149
4.23	82.148
4.23	82.146
4.24	82.145
4.25	82.143
4.25	82.142
4.26	82.140
4.27	82.139
4.27	82.137
4.28	82.136
4.29	82.134
4.30	82.133
4.30	82.131
4.31	82.130
4.32	82.128
4.32	82.127
4.33	82.125
4.34	82.124
4.34	82.122
4.35	82.121
4.36	82.119
4.37	82.118
4.37	82.116
4.38	82.115
4.39	82.113
4.39	82.112
4.40	82.110
4.41	82.109
4.42	82.107
4.42	82.106
4.43	82.104
4.44	82.103
4.44	82.101
4.45	82.100
4.46	82.098
4.46	82.097
4.47	82.095
4.48	82.094
4.49	82.092
4.49	82.091
4.50	82.089
4.51	82.088
4.51	82.086
4.52	82.085
4.53	82.083
4.54	82.082
4.54	82.080
4.55	82.079
4.56	82.077
4.56	82.076
4.57	82.074
4.58	82.073
4.59	82.071
4.59	82.070
4.60	82.068
4.61	82.067
4.62	82.065
4.62	82.064
4.63	82.062
4.64	82.061
4.64	82.060
4.65	82.058
4.66	82.057
4.67	82.055
4.67	82.054
4.68	82.052
4.69	82.051
4.70	82.049
4.70	82.048
4.71	82.046
4.72	82.045
4.72	82.043
4.73	82.042
4.74	82.040
4.75	82.039
4.75	82.038
4.76	82.036
4.77	82.035
4.78	82.033
4.78	82.032
4.79	82.030
4.80	82.029
4.81	82.027
4.81	82.026
4.82	82.024
4.83	82.023
4.84	82.021
4.84	82.020
4.85	82.019
4.86	82.017
4.87	82.016
4.87	82.014
4.88	82.013
4.89	82.011
4.90	82.010
4.90	82.008
4.91	82.007
4.92	82.005
4.93	82.004
4.93	82.003
4.94	82.001
4.95	82.000
4.96	81.998
4.96	81.997
4.97	81.995
4.98	81.994
4.99	81.992
4.99	81.991
5.00	81.990
5.01	81.988
5.02	81.987
5.02	81.985
5.03	81.984
5.04	81.982
5.05	81.981
5.05	81.980
5.06	81.978
5.07	81.977
5.08	81.975
5.08	81.974
5.09	81.972
5.10	81.971
5.11	81.969
5.12	81.968
5.12	81.967
5.13	81.965
5.14	81.964
5.15	81.962
5.15	81.961
5.16	81.959
5.17	81.958
5.18	81.957
5.18	81.955
5.19	81.954
5.20	81.952
5.21	81.951
5.22	81.950
5.22	81.948
5.23	81.947
5.24	81.945
5.25	81.944
5.25	81.942
5.26	81.941
5.27	81.940
5.28	81.938
5.29	81.937
5.29	81.935
5.30	81.934
5.31	81.933
5.32	81.931
5.32	81.930
5.33	81.928
5.34	81.927
5.35	81.925
5.36	81.924
5.36	81.923
5.37	81.921
5.38	81.920
5.39	81.918
5.40	81.917
5.40	81.916
5.41	81.914
5.42	81.913
5.43	81.911
5.43	81.910
5.44	81.909
5.45	81.907
5.46	81.906
5.47	81.904
5.47	81.903
5.48	81.902
5.49	81.900
5.50	81.899
5.51	81.897
5.51	81.896
5.52	81.895
5.53	81.893
5.54	81.892
5.55	81.890
5.55	81.889
5.56	81.888
5.57	81.886
5.58	81.885
5.59	81.883
5.59	81.882
5.60	81.881
5.61	81.879
5.62	81.878
5.63	81.876
5.64	81.875
5.64	81.874
5.65	81.872
5.66	81.871
5.67	81.870
5.68	81.868
5.68	81.867
5.69	81.865
5.70	81.864
5.71	81.863
5.72	81.861
5.72	81.860
5.73	81.859
5.74	81.857
5.75	81.856
5.76	81.854
5.77	81.853
5.77	81.852
5.78	81.850
5.79	81.849
5.80	81.847
5.81	81.846
5.81	81.845
5.82	81.843
5.83	81.842
5.84	81.841
5.85	81.839
5.86	81.838
5.86	81.837
5.87	81.835
5.88	81.834
5.89	81.832
5.90	81.831
5.91	81.830
5.91	81.828
5.92	81.827
5.93	81.826
5.94	81.824
5.95	81.823
5.96	81.821
5.96	81.820
5.97	81.819
5.98	81.817
5.99	81.816
6.00	81.815
6.01	81.813
6.01	81.812
6.02	81.811
6.03	81.809
6.04	81.808
6.05	81.807
6.06	81.805
6.06	81.804
6.07	81.802
6.08	81.801
6.09	81.800
6.10	81.798
6.11	81.797
6.12	81.796
6.12	81.794
6.13	81.793
6.14	81.792
6.15	81.790
6.16	81.789
6.17	81.788
6.17	81.786
6.18	81.785
6.19	81.784
6.20	81.782
6.21	81.781
6.22	81.780
6.23	81.778
6.23	81.777
6.24	81.775
6.25	81.774
6.26	81.773
6.27	81.771
6.28	81.770
6.29	81.769
6.29	81.767
6.30	81.766
6.31	81.765
6.32	81.763
6.33	81.762
6.34	81.761
6.35	81.759
6.35	81.758
6.36	81.757
6.37	81.755
6.38	81.754
6.39	81.753
6.40	81.751
6.41	81.750
6.42	81.749
6.42	81.747
6.43	81.746
6.44	81.745
6.45	81.743
6.46	81.742
6.47	81.741
6.48	81.739
6.49	81.738
6.49	81.737
6.50	81.735
6.51	81.734
6.52	81.733
6.53	81.731
6.54	81.730
6.55	81.729
6.56	81.728
6.56	81.726
6.57	81.725
6.58	81.724
6.59	81.722
6.60	81.721
6.61	81.720
6.62	81.718
6.63	81.717
6.63	81.716
6.64	81.714
6.65	81.713
6.66	81.712
6.67	81.710
6.68	81.709
6.69	81.708
6.70	81.706
6.71	81.705
6.71	81.704
6.72	81.703
6.73	81.701
6.74	81.700
6.75	81.699
6.76	81.697
6.77	81.696
6.78	81.695
6.79	81.693
6.80	81.692
6.80	81.691
6.81	81.689
6.82	81.688
6.83	81.687
6.84	81.686
6.85	81.684
6.86	81.683
6.87	81.682
6.88	81.680
6.89	81.679
6.89	81.678
6.90	81.676
6.91	81.675
6.92	81.674
6.93	81.672
6.94	81.671
6.95	81.670
6.96	81.669
6.97	81.667
6.98	81.666
6.99	81.665
6.99	81.663
7.00	81.662
7.01	81.661
7.02	81.660
7.03	81.658
7.04	81.657
7.05	81.656
7.06	81.654
7.07	81.653
7.08	81.652
7.09	81.650
7.10	81.649
7.10	81.648
7.11	81.647
7.12	81.645
7.13	81.644
7.14	81.643
7.15	81.641
7.16	81.640
7.17	81.639
7.18	81.638
7.19	81.636
7.20	81.635
7.21	81.634
7.22	81.632
7.22	81.631
7.23	81.630
7.24	81.629
7.25	81.627
7.26	81.626
7.27	81.625
7.28	81.624
7.29	81.622
7.30	81.621
7.31	81.620
7.32	81.618
7.33	81.617
7.34	81.616
7.35	81.615
7.36	81.613
7.36	81.612
7.37	81.611
7.38	81.610
7.39	81.608
7.40	81.607
7.41	81.606
7.42	81.604
7.43	81.603
7.44	81.602
7.45	81.601
7.46	81.599
7.47	81.598
7.48	81.597
7.49	81.596
7.50	81.594
7.51	81.593
7.52	81.592
7.52	81.590
7.53	81.589
7.54	81.588
7.55	81.587
7.56	81.585
7.57	81.584
7.58	81.583
7.59	81.582
7.60	81.580
7.61	81.579
7.62	81.578
7.63	81.577
7.64	81.575
7.65	81.574
7.66	81.573
7.67	81.572
7.68	81.570
7.69	81.569
7.70	81.568
7.71	81.567
7.72	81.565
7.73	81.564
7.74	81.563
7.75	81.562
7.75	81.560
7.76	81.559
7.77	81.558
7.78	81.556
7.79	81.555
7.80	81.554
7.81	81.553
7.82	81.551
7.83	81.550
7.84	81.549
7.85	81.548
7.86	81.547
7.87	81.545
7.88	81.544
7.89	81.543
7.90	81.542
7.91	81.540
7.92	81.539
7.93	81.538
7.94	81.537
7.95	81.535
7.96	81.534
7.97	81.533
7.98	81.532
7.99	81.530
8.00	81.529
8.01	81.528
8.02	81.527
8.03	81.525
8.04	81.524
8.05	81.523
8.06	81.522
8.07	81.520
8.08	81.519
8.09	81.518
8.10	81.517
8.11	81.515
8.12	81.514
8.13	81.513
8.14	81.512
8.15	81.511
8.16	81.509
8.17	81.508
8.18	81.507
8.19	81.506
8.20	81.504
8.21	81.503
8.22	81.502
8.23	81.501
8.24	81.499
8.25	81.498
8.26	81.497
8.27	81.496
8.28	81.495
8.29	81.493
8.30	81.492
8.31	81.491
8.32	81.490
8.33	81.488
8.34	81.487
8.35	81.486
8.36	81.485
8.37	81.484
8.38	81.482
8.39	81.481
8.40	81.480
8.41	81.479
8.42	81.477
8.43	81.476
8.44	81.475
8.45	81.474
8.46	81.473
8.47	81.471
8.48	81.470
8.49	81.469
8.50	81.468
8.51	81.466
8.52	81.465
8.53	81.464
8.54	81.463
8.55	81.462
8.56	81.460
8.57	81.459
8.58	81.458
8.59	81.457
8.60	81.456
8.61	81.454
8.62	81.453
8.63	81.452
8.64	81.451
8.65	81.449
8.66	81.448
8.67	81.447
8.68	81.446
8.69	81.445
8.70	81.443
8.71	81.442
8.72	81.441
8.73	81.440
8.74	81.439
8.75	81.437
8.76	81.436
8.77	81.435
8.79	81.434
8.80	81.433
8.81	81.431
8.82	81.430
8.83	81.429
8.84	81.428
8.85	81.427
8.86	81.425
8.87	81.424
8.88	81.423
8.89	81.422
8.90	81.421
8.91	81.419
8.92	81.418
8.93	81.417
8.94	81.416
8.95	81.415
8.96	81.413
8.97	81.412
8.98	81.411
8.99	81.410
9.00	81.409
9.01	81.407
9.03	81.406
9.04	81.405
9.05	81.404
9.06	81.403
9.07	81.401
9.08	81.400
9.09	81.399
9.10	81.398
9.11	81.397
9.12	81.395
9.13	81.394
9.14	81.393
9.15	81.392
9.16	81.391
9.17	81.390
9.18	81.388
9.19	81.387
9.20	81.386
9.22	81.385
9.23	81.384
9.24	81.382
9.25	81.381
9.26	81.380
9.27	81.379
9.28	81.378
9.29	81.377
9.30	81.375
9.31	81.374
9.32	81.373
9.33	81.372
9.34	81.371
9.35	81.369
9.37	81.368
9.38	81.367
9.39	81.366
9.40	81.365
9.41	81.364
9.42	81.362
9.43	81.361
9.44	81.360
9.45	81.359
9.46	81.358
9.47	81.356
